Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Source,SourceNotes,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,Catalog
candy machine,https://acnhcdn.com/latest/FtrIcon/FtrCandymachine_Remake_3_0.png,pink,na,na,na,No,No,No,-1,2800,700,pink,colorful,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,shop,facility,None,None,Yes,shop,fs
Capricorn ornament,https://acnhcdn.com/latest/FtrIcon/FtrZodiacCapricornus.png,na,na,na,na,Yes,No,No,-1,-1,22650,white,yellow,Crafting,,expensive,None,stars,None,Yes,chest,nfs
cardboard bed,https://acnhcdn.com/latest/FtrIcon/FtrCardboardBedS_Remake_0_0.png,plain,cardboard,na,na,Yes,Yes,No,1,-1,240,yellow,yellow,Crafting,,garage,None,cardboard,None,Yes,bed,nfs
cardboard bed,https://acnhcdn.com/latest/FtrIcon/FtrCardboardBedS_Remake_1_0.png,labeled,cardboard,na,na,Yes,Yes,No,1,-1,240,yellow,yellow,Crafting,,garage,None,cardboard,None,Yes,bed,nfs
cardboard chair,https://acnhcdn.com/latest/FtrIcon/FtrCardboardChairS_Remake_0_0.png,plain,cardboard,na,na,Yes,Yes,No,1,-1,60,beige,beige,Crafting,,garage,None,cardboard,None,Yes,chair,nfs
cardboard chair,https://acnhcdn.com/latest/FtrIcon/FtrCardboardChairS_Remake_1_0.png,labeled,cardboard,na,na,Yes,Yes,No,1,-1,60,beige,beige,Crafting,,garage,None,cardboard,None,Yes,chair,nfs
cardboard sofa,https://acnhcdn.com/latest/FtrIcon/FtrCardboardSofaL_Remake_0_0.png,plain,cardboard,na,na,Yes,Yes,No,1,-1,120,beige,beige,Crafting,,garage,None,cardboard,None,Yes,sofa,nfs
cardboard sofa,https://acnhcdn.com/latest/FtrIcon/FtrCardboardSofaL_Remake_1_0.png,labeled,cardboard,na,na,Yes,Yes,No,1,-1,120,white,beige,Crafting,,garage,None,cardboard,None,Yes,sofa,nfs
cardboard table,https://acnhcdn.com/latest/FtrIcon/FtrCardboardTableL_Remake_0_0.png,plain,cardboard,na,na,Yes,Yes,No,1,-1,240,yellow,yellow,Crafting,,garage,None,cardboard,None,No,table,nfs
cardboard table,https://acnhcdn.com/latest/FtrIcon/FtrCardboardTableL_Remake_1_0.png,labeled,cardboard,na,na,Yes,Yes,No,1,-1,240,yellow,white,Crafting,,garage,None,cardboard,None,No,table,nfs
cat tower,https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_0_0.png,beige,na,na,na,No,No,No,-1,3000,750,beige,beige,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,animal,fs
cat tower,https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_1_0.png,brown,na,na,na,No,No,No,-1,3000,750,brown,beige,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,animal,fs
cat tower,https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_2_0.png,navy blue,na,na,na,No,No,No,-1,3000,750,blue,beige,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,animal,fs
cat tower,https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_3_0.png,gray,na,na,na,No,No,No,-1,3000,750,gray,yellow,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,animal,fs
cat tower,https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_4_0.png,pink,na,na,na,No,No,No,-1,3000,750,pink,light blue,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,animal,fs
cat tower,https://acnhcdn.com/latest/FtrIcon/FtrCattower_Remake_5_0.png,white,na,na,na,No,No,No,-1,3000,750,white,beige,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,animal,fs
cello,https://acnhcdn.com/latest/FtrIcon/FtrCello_Remake_0_0.png,natural,na,na,na,No,No,No,-1,130000,32500,brown,brown,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",music,expensive,None,None,Yes,musical instrument,fs
cello,https://acnhcdn.com/latest/FtrIcon/FtrCello_Remake_1_0.png,white,na,na,na,No,No,No,-1,130000,32500,white,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",music,expensive,None,None,Yes,musical instrument,fs
cello,https://acnhcdn.com/latest/FtrIcon/FtrCello_Remake_2_0.png,black,na,na,na,No,No,No,-1,130000,32500,black,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",music,expensive,None,None,Yes,musical instrument,fs
chalkboard,https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_0_0.png,blank,na,na,na,No,No,No,-1,2600,650,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
chalkboard,https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_1_0.png,after school,na,na,na,No,No,No,-1,2600,650,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
chalkboard,https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_2_0.png,foreign language,na,na,na,No,No,No,-1,2600,650,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
chalkboard,https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_3_0.png,math,na,na,na,No,No,No,-1,2600,650,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
chalkboard,https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_4_0.png,music,na,na,na,No,No,No,-1,2600,650,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
chalkboard,https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_5_0.png,club activities,na,na,na,No,No,No,-1,2600,650,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
chalkboard,https://acnhcdn.com/latest/FtrIcon/FtrBlackboard_Remake_6_0.png,art,na,na,na,No,No,No,-1,2600,650,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
champion's pennant,https://acnhcdn.com/latest/FtrIcon/FtrVictoryflag_Remake_0_0.png,red,na,na,na,No,No,No,-1,3900,975,red,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
champion's pennant,https://acnhcdn.com/latest/FtrIcon/FtrVictoryflag_Remake_1_0.png,blue,na,na,na,No,No,No,-1,3900,975,blue,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
champion's pennant,https://acnhcdn.com/latest/FtrIcon/FtrVictoryflag_Remake_2_0.png,green,na,na,na,No,No,No,-1,3900,975,green,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
champion's pennant,https://acnhcdn.com/latest/FtrIcon/FtrVictoryflag_Remake_3_0.png,black,na,na,na,No,No,No,-1,3900,975,black,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,school,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_0.png,gray,na,white,curtain,No,No,Yes,2,3700,925,white,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_1.png,gray,na,purple,curtain,No,No,Yes,2,3700,925,white,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_2.png,gray,na,black,curtain,No,No,Yes,2,3700,925,white,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_3.png,gray,na,yellow,curtain,No,No,Yes,2,3700,925,white,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_4.png,gray,na,pink,curtain,No,No,Yes,2,3700,925,white,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_5.png,gray,na,red,curtain,No,No,Yes,2,3700,925,white,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_6.png,gray,na,green,curtain,No,No,Yes,2,3700,925,white,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_0_7.png,gray,na,blue,curtain,No,No,Yes,2,3700,925,white,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_0.png,beige,na,white,curtain,No,No,Yes,2,3700,925,yellow,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_1.png,beige,na,purple,curtain,No,No,Yes,2,3700,925,yellow,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_2.png,beige,na,black,curtain,No,No,Yes,2,3700,925,yellow,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_3.png,beige,na,yellow,curtain,No,No,Yes,2,3700,925,yellow,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_4.png,beige,na,pink,curtain,No,No,Yes,2,3700,925,yellow,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_5.png,beige,na,red,curtain,No,No,Yes,2,3700,925,yellow,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_6.png,beige,na,green,curtain,No,No,Yes,2,3700,925,yellow,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_1_7.png,beige,na,blue,curtain,No,No,Yes,2,3700,925,yellow,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_0.png,brown,na,white,curtain,No,No,Yes,2,3700,925,orange,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_1.png,brown,na,purple,curtain,No,No,Yes,2,3700,925,orange,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_2.png,brown,na,black,curtain,No,No,Yes,2,3700,925,orange,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_3.png,brown,na,yellow,curtain,No,No,Yes,2,3700,925,orange,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_4.png,brown,na,pink,curtain,No,No,Yes,2,3700,925,orange,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_5.png,brown,na,red,curtain,No,No,Yes,2,3700,925,orange,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_6.png,brown,na,green,curtain,No,No,Yes,2,3700,925,orange,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_2_7.png,brown,na,blue,curtain,No,No,Yes,2,3700,925,orange,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_0.png,dark brown,na,white,curtain,No,No,Yes,2,3700,925,brown,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_1.png,dark brown,na,purple,curtain,No,No,Yes,2,3700,925,brown,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_2.png,dark brown,na,black,curtain,No,No,Yes,2,3700,925,brown,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_3.png,dark brown,na,yellow,curtain,No,No,Yes,2,3700,925,brown,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_4.png,dark brown,na,pink,curtain,No,No,Yes,2,3700,925,brown,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_5.png,dark brown,na,red,curtain,No,No,Yes,2,3700,925,brown,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_6.png,dark brown,na,green,curtain,No,No,Yes,2,3700,925,brown,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_3_7.png,dark brown,na,blue,curtain,No,No,Yes,2,3700,925,brown,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_0.png,black,na,white,curtain,No,No,Yes,2,3700,925,black,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_1.png,black,na,purple,curtain,No,No,Yes,2,3700,925,black,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_2.png,black,na,black,curtain,No,No,Yes,2,3700,925,black,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_3.png,black,na,yellow,curtain,No,No,Yes,2,3700,925,black,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_4.png,black,na,pink,curtain,No,No,Yes,2,3700,925,black,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_5.png,black,na,red,curtain,No,No,Yes,2,3700,925,black,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_6.png,black,na,green,curtain,No,No,Yes,2,3700,925,black,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_4_7.png,black,na,blue,curtain,No,No,Yes,2,3700,925,black,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_0.png,blue,na,white,curtain,No,No,Yes,2,3700,925,blue,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_1.png,blue,na,purple,curtain,No,No,Yes,2,3700,925,blue,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_2.png,blue,na,black,curtain,No,No,Yes,2,3700,925,blue,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_3.png,blue,na,yellow,curtain,No,No,Yes,2,3700,925,blue,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_4.png,blue,na,pink,curtain,No,No,Yes,2,3700,925,blue,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_5.png,blue,na,red,curtain,No,No,Yes,2,3700,925,blue,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_6.png,blue,na,green,curtain,No,No,Yes,2,3700,925,blue,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_5_7.png,blue,na,blue,curtain,No,No,Yes,2,3700,925,blue,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_0.png,pink,na,white,curtain,No,No,Yes,2,3700,925,pink,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_1.png,pink,na,purple,curtain,No,No,Yes,2,3700,925,pink,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_2.png,pink,na,black,curtain,No,No,Yes,2,3700,925,pink,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_3.png,pink,na,yellow,curtain,No,No,Yes,2,3700,925,pink,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_4.png,pink,na,pink,curtain,No,No,Yes,2,3700,925,pink,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_5.png,pink,na,red,curtain,No,No,Yes,2,3700,925,pink,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_6.png,pink,na,green,curtain,No,No,Yes,2,3700,925,pink,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_6_7.png,pink,na,blue,curtain,No,No,Yes,2,3700,925,pink,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_0.png,green,na,white,curtain,No,No,Yes,2,3700,925,light blue,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_1.png,green,na,purple,curtain,No,No,Yes,2,3700,925,light blue,purple,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_2.png,green,na,black,curtain,No,No,Yes,2,3700,925,light blue,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_3.png,green,na,yellow,curtain,No,No,Yes,2,3700,925,light blue,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_4.png,green,na,pink,curtain,No,No,Yes,2,3700,925,light blue,pink,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_5.png,green,na,red,curtain,No,No,Yes,2,3700,925,light blue,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_6.png,green,na,green,curtain,No,No,Yes,2,3700,925,light blue,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
changing room,https://acnhcdn.com/latest/FtrIcon/FtrFittingroom_Remake_7_7.png,green,na,blue,curtain,No,No,Yes,2,3700,925,light blue,light blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,facility,None,None,Yes,shop,fs
cherry-blossom branches,https://acnhcdn.com/latest/FtrIcon/FtrSakuraBranch.png,na,na,na,na,Yes,No,No,-1,-1,4240,pink,black,Crafting,Cherry blossom seasonal DIY using cherry-blossom petals (caught with net),zen-style,fancy,cherry blossoms,None,Yes,plants,nfs
cherry-blossom pond stone,https://acnhcdn.com/latest/FtrIcon/FtrStonewaterbowlSakura.png,na,na,na,na,Yes,No,No,-1,-1,2700,gray,pink,Crafting,Cherry blossom seasonal DIY using cherry-blossom petals (caught with net),zen-style,garden,cherry blossoms,None,No,japanese style,nfs
cherry-blossom-petal pile,https://acnhcdn.com/latest/FtrIcon/FtrSakuraPetal.png,na,na,na,na,Yes,No,No,-1,-1,2000,pink,pink,Crafting,Cherry blossom seasonal DIY using cherry-blossom petals (caught with net),zen-style,fancy,cherry blossoms,None,Yes,plants,nfs
clackercart,https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_0_0.png,natural,paint color,na,na,Yes,Yes,No,2,-1,960,beige,brown,Crafting,,child's room,None,None,None,No,toy,nfs
clackercart,https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_1_0.png,colorful,paint color,na,na,Yes,Yes,No,2,-1,960,yellow,colorful,Crafting,,child's room,None,None,None,No,toy,nfs
clackercart,https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_2_0.png,pop,paint color,na,na,Yes,Yes,No,2,-1,960,red,yellow,Crafting,,child's room,None,None,None,No,toy,nfs
clackercart,https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_3_0.png,cool,paint color,na,na,Yes,Yes,No,2,-1,960,black,red,Crafting,,child's room,None,None,None,No,toy,nfs
clackercart,https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_4_0.png,pastel,paint color,na,na,Yes,Yes,No,2,-1,960,yellow,light blue,Crafting,,child's room,None,None,None,No,toy,nfs
clackercart,https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_5_0.png,cute,paint color,na,na,Yes,Yes,No,2,-1,960,pink,purple,Crafting,,child's room,None,None,None,No,toy,nfs
claw-foot tub,https://acnhcdn.com/latest/FtrIcon/FtrBathtubCabriole_Remake_0_0.png,white,na,na,na,No,No,No,-1,63000,15750,white,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",bathroom,expensive,None,None,No,bathtub,fs
claw-foot tub,https://acnhcdn.com/latest/FtrIcon/FtrBathtubCabriole_Remake_1_0.png,black,na,na,na,No,No,No,-1,63000,15750,black,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",bathroom,expensive,None,None,No,bathtub,fs
claw-foot tub,https://acnhcdn.com/latest/FtrIcon/FtrBathtubCabriole_Remake_2_0.png,red,na,na,na,No,No,No,-1,63000,15750,red,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",bathroom,expensive,None,None,No,bathtub,fs
