Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,Customize,KitCost,Buy,Sell,Source,Catalog
blaire,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu01_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blaire,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu01_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blaire,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu01_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blaire,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu01_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blaire,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu01_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blaire,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu01_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
blanche,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlOst08_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bluebear,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCbr00_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bob,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat00_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bonbon,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt17_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bones,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog04_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boomer,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn10_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boone,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor02_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boots,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd02_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boris,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig09_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
boyd,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor05_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bree,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus03_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broccolo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus12_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
broffina,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlChn12_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bruce,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDer03_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bubbles,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHip02_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buck,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs00_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bud,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlLon00_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
bunnie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt00_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
butch,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlDog01_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
buzz,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr03_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
