Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,Label Themes,Catalog,Filename,InternalID,UniqueEntryID
dollhouse dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNIdleeightys5.png,Sky blue,No,2800,700,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical; vacation; work,For sale,TopsTexOnepieceBalloonNIdleeightys5,9426,xBnoc8ydjNnQrQcNx
dollhouse dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNIdleeightys6.png,Light blue,No,2800,700,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical; vacation; work,For sale,TopsTexOnepieceBalloonNIdleeightys6,9427,Q8rs2aXkAtNN4oLYG
dragon suit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLDragonYellow.png,Yellow,No,2500,625,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,TopsTexOnepieceOverallLDragonYellow,3462,TPeBZhLzgx2qkWREd
dreamy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHYumekawa0.png,Pink,No,2080,520,Pink,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonHYumekawa0,5796,6FqEeQygBSjwG86HS
dreamy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHYumekawa1.png,Yellow,No,2080,520,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonHYumekawa1,8699,MLxhCmsNxWAZsBBwH
dreamy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHYumekawa2.png,Blue,No,2080,520,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonHYumekawa2,8700,ZXHxoknzdBbpc2F8J
dreamy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHYumekawa3.png,Green,No,2080,520,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonHYumekawa3,8701,PGt9yRHDw7cGKeBBB
earth-egg outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceRibNEggground0.png,None,Yes,NFS,1200,Red,Yellow,1x1,Crafting,Obtained after collecting Earth Eggs during Bunny Day Event,1.1.0a,Active,fairy tale; party; theatrical,Not for sale,TopsTexOnepieceRibNEggground0,12449,oepGi58jBWkd46tdk
egg party dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonLEgg0.png,None,Yes,NFS,7200,Colorful,Colorful,1x1,Crafting,"Obtained after collecting all egg outfits (shell, dress, and shoe)",1.1.0a,Gorgeous,fairy tale; party; theatrical,Not for sale,TopsTexOnepieceBalloonLEgg0,12448,8tHPLedZdQJ8CTCSw
egg-sushi costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceRibNEgg.png,White,No,1600,400,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceRibNEgg,5614,ES3FKjNc7Rebx9KMn
elegant dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLLady0.png,Purple,No,2400,600,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; formal; party,For sale,TopsTexOnepieceDressLLady0,4791,rn8kSxfnu6Rybhkv6
elegant dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLLady1.png,Blue,No,2400,600,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; formal; party,For sale,TopsTexOnepieceDressLLady1,8142,AkDtrJqY2WA3k4jPC
elegant dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLLady2.png,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; formal; party,For sale,TopsTexOnepieceDressLLady2,8143,xwFx7KrQ9ctpKKyS3
elegant dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLLady3.png,Berry red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; formal; party,For sale,TopsTexOnepieceDressLLady3,8144,9XEmvAZjYYHfRBtHx
elegant dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLLady4.png,Pink,No,2400,600,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; formal; party,For sale,TopsTexOnepieceDressLLady4,8145,Fry4RR22PPujonFFb
fairy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFairy0.png,Green,No,3640,910,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonNFairy0,3703,dYZL7cHb2oxxQkLDb
fairy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFairy1.png,Pink,No,3640,910,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonNFairy1,8127,9Kj4vNdGKtwKdHSPX
fairy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFairy2.png,Yellow,No,3640,910,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonNFairy2,8128,ZXXqZzWjoxFmuGaCh
fairy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFairy3.png,Mint,No,3640,910,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonNFairy3,8129,pzQ9wYkxe2mvyAwu5
fairy dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFairy4.png,Purple,No,3640,910,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceBalloonNFairy4,8130,hfthvZsMnXwJripdN
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood0.png,Red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood0,3137,rR8FBYDTB66PLohJB
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood1.png,Pink,No,2400,600,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood1,8869,LNYib26FLZB5qAQ5v
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood2.png,Yellow,No,2400,600,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood2,8870,8KM5RQvjkQvRAJjH8
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood3.png,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood3,8871,Chcj3ME2n77tR2Nkt
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood4.png,Blue,No,2400,600,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood4,8872,DoNujx6LBbZ6X3s5J
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood5.png,Light blue,No,2400,600,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood5,8873,BsQcNb5xYzXRBuPzF
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood6.png,Light green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood6,8874,J6Mtgvt2WpA4zgQJK
fairy-tale dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHHood7.png,Orange,No,2400,600,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; theatrical,For sale,TopsTexOnepieceBalloonHHood7,8875,2efFqmbWKmj98MH8q
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi0.png,Vermilion,No,5200,1300,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi0,5461,9WKf6MkLYxMGvj42H
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi1.png,Green,No,5200,1300,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi1,8984,kLrfNptHZ2Eeuhuci
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi2.png,Indigo blue,No,5200,1300,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi2,8985,MZQDEdDwQMhixttvh
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi3.png,Pink,No,5200,1300,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi3,8986,TZZrCN2qY3f3nf9PG
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi4.png,Purple,No,5200,1300,Purple,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi4,8987,KjoA7cN3dotebZZe6
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi5.png,Aqua,No,5200,1300,Light blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi5,8988,FssoqtPGbT3C3KojJ
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi6.png,Pale orange,No,5200,1300,Orange,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi6,8989,WfZnvkD8k9fr3KDms
fancy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLHaregi7.png,Parrot green,No,5200,1300,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party,For sale,TopsTexOnepieceKimonoLHaregi7,8990,76GA9MeqRus77TvSz
fancy party dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxHParty0.png,Blue,No,2400,600,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,TopsTexOnepieceBoxHParty0,3131,o4g3mwwJkRpzrC7oY
fancy party dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxHParty1.png,Pink,No,2400,600,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,TopsTexOnepieceBoxHParty1,7922,prm28f6eMaSx8CGnf
fancy party dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxHParty2.png,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,TopsTexOnepieceBoxHParty2,7923,gg7jRxEiFZcZJWzLS
fancy party dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxHParty3.png,Beige,No,2400,600,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; party,For sale,TopsTexOnepieceBoxHParty3,7924,YzGzg37RztiM7ov7s
farmer overalls,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFarm0.png,Red,No,1600,400,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,TopsTexOnepieceOverallLFarm0,5830,R58Gpu28Z3TxNjQS5
farmer overalls,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFarm1.png,Green,No,1600,400,Blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,TopsTexOnepieceOverallLFarm1,9477,gczKoYDfWnouDJYeB
farmer overalls,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFarm2.png,Blue,No,1600,400,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,TopsTexOnepieceOverallLFarm2,9478,wbeNWkLsqabQc9hTx
farmer overalls,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFarm3.png,Yellow,No,1600,400,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,TopsTexOnepieceOverallLFarm3,9479,fH9YWhNS3GMvLEwoR
farmer overalls,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFarm4.png,Gray,No,1600,400,Blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; work,For sale,TopsTexOnepieceOverallLFarm4,9480,wgmgtKtF7wzoxZRJ5
fashionable royal dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLClassic0.png,Green,No,6000,1500,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,TopsTexOnepieceDressLClassic0,3435,Bo3w5mWFokxkXWH2v
fashionable royal dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLClassic1.png,Blue,No,6000,1500,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,TopsTexOnepieceDressLClassic1,8238,xSBkn5vigzJhfXvFM
fashionable royal dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLClassic2.png,Yellow,No,6000,1500,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,TopsTexOnepieceDressLClassic2,8239,ApasrnQCNEA3z5gWo
fashionable royal dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLClassic3.png,Pink,No,6000,1500,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,TopsTexOnepieceDressLClassic3,8240,pesvsASA3QTea27ep
fashionable royal dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceDressLClassic4.png,Purple,No,6000,1500,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,For sale,TopsTexOnepieceDressLClassic4,8241,59x8XZLnwqqYTTLWv
festive dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNXmasRed.png,Red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,TopsTexOnepieceBalloonNXmasRed,3135,EhiHLrpjcYteEiynr
festive-tree dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlineNXmastreeNormal0.png,Green & white,No,2240,560,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,TopsTexOnepieceAlineNXmastreeNormal0,3169,ywBdcG8dBTsYjcWkd
festive-tree dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlineNXmastreeNormal1.png,Green & blue,No,2240,560,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,TopsTexOnepieceAlineNXmastreeNormal1,9488,g6gtPbd7pwRnuK29h
festive-tree dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlineNXmastreeNormal2.png,Green & red,No,2240,560,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,TopsTexOnepieceAlineNXmastreeNormal2,9489,u5viLeHxEw38T9qCe
festive-tree dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlineNXmastreeNormal3.png,Pink,No,2240,560,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,TopsTexOnepieceAlineNXmastreeNormal3,9490,QX4kCu6eQen9KumSA
festive-tree dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlineNXmastreeNormal4.png,Gold,No,2240,560,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,TopsTexOnepieceAlineNXmastreeNormal4,9491,MWoYMbrvYbNWC3E5Y
festive-tree dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlineNXmastreeNormal5.png,Silver,No,2240,560,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,TopsTexOnepieceAlineNXmastreeNormal5,9492,ruiFurEJYzS6NZH8p
figure-skating costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFigure0.png,Blue,No,2880,720,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceOverallLFigure0,5404,Lt7rpQQgvBQy3fhAY
figure-skating costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFigure1.png,Red,No,2880,720,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceOverallLFigure1,9522,PJxjfAreecjgJ4Cs2
figure-skating costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFigure2.png,Green,No,2880,720,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceOverallLFigure2,9523,AB4QHYt4YPq8LhEn5
figure-skating costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFigure3.png,Purple,No,2880,720,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceOverallLFigure3,9524,BGo9jAkdr9MhKyb5P
figure-skating costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFigure4.png,Pink,No,2880,720,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceOverallLFigure4,9525,KABxX8JYd5iQpA6cz
figure-skating costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFigure5.png,Yellow,No,2880,720,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceOverallLFigure5,9526,qsRTGWF3tXp3twp3A
figure-skating costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLFigure6.png,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceOverallLFigure6,9527,h7iqb9Ngp6ajDGXBF
figure-skating dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFigure0.png,Blue,No,2880,720,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNFigure0,5393,ZJ5um3M7QRWQTBuCd
figure-skating dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFigure1.png,Red,No,2880,720,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNFigure1,9516,nwgBc7Wj2ughjHZXm
figure-skating dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFigure2.png,Green,No,2880,720,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNFigure2,9517,wRriqvCyf4eFGNhz9
figure-skating dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFigure3.png,Purple,No,2880,720,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNFigure3,9518,qTeEDHhXTzHNEaDmv
figure-skating dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFigure4.png,Pink,No,2880,720,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNFigure4,9519,bDtQ9LwNPZbwZGWxD
figure-skating dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFigure5.png,Yellow,No,2880,720,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNFigure5,9520,cnRhSdgHDxwHMtfwR
figure-skating dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNFigure6.png,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNFigure6,9521,Y5b78anDR2FscoJtM
firefighter uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceSalopetteLFirefighter0.png,Black,No,2240,560,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,TopsTexOnepieceSalopetteLFirefighter0,3420,zSAj4yH334PhX43sp
firefighter uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceSalopetteLFirefighter1.png,Flame orange,No,2240,560,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,TopsTexOnepieceSalopetteLFirefighter1,9455,wG74iDM9TyGKZPx9D
firefighter uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceSalopetteLFirefighter2.png,Brown,No,2240,560,Brown,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,TopsTexOnepieceSalopetteLFirefighter2,9456,Qg4A67RqTzhnR3sHk
firefighter uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceSalopetteLFirefighter3.png,Lime yellow,No,2240,560,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,TopsTexOnepieceSalopetteLFirefighter3,9457,aDrXAGZvyDRj5kNsW
firefighter uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceSalopetteLFirefighter4.png,Avocado,No,2240,560,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,TopsTexOnepieceSalopetteLFirefighter4,9458,NujgsZ8YHDFzsRzWt
fishing waders,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLWaders0.png,Avocado,No,2000,500,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,TopsTexOnepieceOverallLWaders0,4328,T97PxsrW5BYoMAA6f
fishing waders,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLWaders1.png,Orange,No,2000,500,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,TopsTexOnepieceOverallLWaders1,8628,26Hc2JiCSseMnT6CA
fishing waders,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLWaders2.png,Navy blue,No,2000,500,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,TopsTexOnepieceOverallLWaders2,8629,Y8oFxFbkh6563jGTa
fishing waders,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLWaders3.png,Gray,No,2000,500,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; sporty,For sale,TopsTexOnepieceOverallLWaders3,8630,tWAaEpefJHiKRrDCL
flapper dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNFlapper0.png,Silver,No,2600,650,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceBoxNFlapper0,5817,Kr4K78DqEyNj79AoW
flapper dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNFlapper1.png,Gold,No,2600,650,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceBoxNFlapper1,7886,H3hC6MxWukFGZWzi5
flapper dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNFlapper2.png,Black,No,2600,650,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceBoxNFlapper2,7887,HDk9pK96KX7crJuqp
flapper dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNFlapper3.png,Pink,No,2600,650,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceBoxNFlapper3,7888,7KxXuzxH9aceiddT3
flapper dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNFlapper4.png,Green,No,2600,650,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceBoxNFlapper4,7889,CcejPLYaiJDm59bhB
flashy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLGaudy0.png,Green,No,4800,1200,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceKimonoLGaudy0,5797,44Zvk7HPSDdCLp2d3
flashy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLGaudy1.png,Red,No,4800,1200,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceKimonoLGaudy1,8991,hecLeGGapRihnEc8X
flashy kimono,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLGaudy2.png,Gold,No,4800,1200,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,party; theatrical,For sale,TopsTexOnepieceKimonoLGaudy2,8992,XAXkepvFgDNJWYxfu
