Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,LabelThemes,Catalog,Filename,InternalID,UniqueEntryID
denim cutoffs,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHotDenim1.png,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexPantsHotDenim1,11437,ym3PWLnmFQcWyJ4d4
denim cutoffs,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHotDenim2.png,Navy blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexPantsHotDenim2,11438,ypCqhyLDBAuqh4fbt
denim cutoffs,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHotDenim3.png,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexPantsHotDenim3,11439,THnK5A7xGdsBLo8Pp
denim cutoffs,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHotDenim4.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexPantsHotDenim4,11440,SzPQyd6uxYRKWW8kY
denim painter's pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideDenim0.png,Navy blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexPantsWideDenim0,4326,ceiiX7GP8z5jcbuTD
denim painter's pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideDenim1.png,Light blue,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexPantsWideDenim1,11441,HzSnkzELNBWK4yCPF
denim painter's pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideDenim2.png,Blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexPantsWideDenim2,11442,RDTrkZNQcQfic5BjR
denim painter's pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideDenim3.png,Black,No,1560,390,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexPantsWideDenim3,11443,Hjej972wpF6ACEpwh
denim painter's pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideDenim4.png,White,No,1560,390,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexPantsWideDenim4,11444,fjFfcnuP6AspciSsy
denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDenim0.png,Blue,No,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday,For sale,BottomsTexPantsNormalDenim0,2403,DpJvPcpkWgRqisKcL
denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDenim1.png,Light blue,No,1120,280,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday,For sale,BottomsTexPantsNormalDenim1,4186,izYciEGnwPJ7Erg3p
denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDenim2.png,Navy blue,No,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday,For sale,BottomsTexPantsNormalDenim2,4187,zSsve7gJc6zCaLnpW
denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDenim3.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday,For sale,BottomsTexPantsNormalDenim3,4188,QgsJKasays7kidmWx
denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDenim4.png,White,No,1120,280,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday,For sale,BottomsTexPantsNormalDenim4,9011,sH4QKboThjrZCQN6w
denim skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDenim0.png,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxDenim0,4246,vfhfZyEpu3Mcf2wAy
denim skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDenim1.png,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxDenim1,11430,498nbZBktiBQLfwKp
denim skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDenim2.png,Navy blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxDenim2,11431,KtBuYGSet8Encdqvy
denim skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDenim3.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxDenim3,11432,2NZnFeDdBNbi8GZSj
denim skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDenim4.png,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxDenim4,11433,KSAGPGrfmWBy6pigt
dotted shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHotDotgold0.png,Black,No,980,245,Black,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; comfy; vacation,For sale,BottomsTexPantsHotDotgold0,4523,HuouSMhXorBsF2tf9
dotted shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHotDotgold1.png,Gray,No,980,245,Gray,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; comfy; vacation,For sale,BottomsTexPantsHotDotgold1,8915,Ps3tCz2qEf8e7K4Jq
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown0.png,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown0,4256,FzsL6Xz7obxkJrytM
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown1.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown1,11263,z233kJawJeJET3qa8
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown2.png,Red,No,1120,280,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown2,11264,y7GbDiW9p3uWGhmFE
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown3.png,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown3,11265,4LAK548pbxr8HzPnb
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown4.png,Green,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown4,11266,ezyQsKqbiFkxN33yb
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown5.png,Yellow,No,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown5,11267,ndGsiwDgZcpGP69rL
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown6.png,Orange,No,1120,280,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown6,11268,AMTdn9MsNLKpDEWx2
down pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalDown7.png,Lime,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsNormalDown7,11269,fu6ZGqKNMtZQyYzq7
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown0.png,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown0,4266,3wL2E3cZSa4aRkHGz
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown1.png,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown1,11328,dBkF3Zf6oWLg3Gt4y
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown2.png,Red,No,1040,260,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown2,11329,QCezqDHXCah3TBZaz
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown3.png,White,No,1040,260,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown3,11330,7X4aN5KCzFXWL8P9s
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown4.png,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown4,11331,Hx5JtwDLQhPrihaYM
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown5.png,Yellow,No,1040,260,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown5,11332,tvwaCKBZWKXPgnYk6
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown6.png,Orange,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown6,11333,6oMwW9rekLGpZTvWq
down skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxDown7.png,Lime,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxDown7,11334,KAqonXaQTynmzJpM6
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape0.png,Red,No,1820,455,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape0,4505,yZoqHMZqpbCWxRupR
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape1.png,Green,No,1820,455,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape1,11656,DM6hBScxAq4ebriqJ
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape2.png,Blue,No,1820,455,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape2,11657,zNjaggXwY25wcX5dF
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape3.png,Gray,No,1820,455,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape3,11658,7Cq9eFLxn57JAcrTo
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape4.png,Orange,No,1820,455,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape4,11659,wd9z4LFNDH8LaF3JD
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape5.png,Pink,No,1820,455,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape5,11660,QEXkG9fkbrQw7d44e
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape6.png,Purple,No,1820,455,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape6,11661,m648ufsymAXe5gCT2
draped skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongDrape7.png,Light blue,No,1820,455,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy; vacation,For sale,BottomsTexSkirtLongDrape7,11662,NJWeNW7PagKY9xcTv
dreamy pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideYumekawa0.png,Pink,No,1440,360,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; comfy,For sale,BottomsTexPantsWideYumekawa0,5923,qxz4uFbtDijhELoSY
dreamy pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideYumekawa1.png,Green,No,1440,360,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; comfy,For sale,BottomsTexPantsWideYumekawa1,9194,MTyieKigAqK73aGWS
dreamy pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideYumekawa2.png,Yellow,No,1440,360,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; comfy,For sale,BottomsTexPantsWideYumekawa2,9195,2T8YtpzT8Q9JEer7j
dreamy pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideYumekawa3.png,Blue,No,1440,360,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; comfy,For sale,BottomsTexPantsWideYumekawa3,9196,tqtyCzjYMSQyFc9s6
dress pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideSchool0.png,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; formal,For sale,BottomsTexPantsWideSchool0,3405,YB8iwLz2z8nhBcNXR
dress pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideSchool1.png,Navy blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; formal,For sale,BottomsTexPantsWideSchool1,11404,jjGzTyNa4ZaLdqJz7
dress pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideSchool2.png,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; formal,For sale,BottomsTexPantsWideSchool2,11405,BZRAPb4eYcA6kcHei
dress pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideSchool3.png,Berry red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; formal,For sale,BottomsTexPantsWideSchool3,11406,hGGMn4vHorqBCaPbT
elephant-print pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideThail0.png,Red,No,1100,275,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,BottomsTexPantsWideThail0,5735,TptfethckFaEv2umX
elephant-print pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideThail1.png,Blue,No,1100,275,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,BottomsTexPantsWideThail1,9184,vRpzBD9yEctZm3Ypg
elephant-print pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideThail2.png,Orange,No,1100,275,Orange,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,BottomsTexPantsWideThail2,9185,H3xYakEHJu4PDqqBv
elephant-print pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideThail3.png,Green,No,1100,275,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,BottomsTexPantsWideThail3,9186,adfKNMuuNk5hnokLz
elephant-print pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideThail4.png,Purple,No,1100,275,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,BottomsTexPantsWideThail4,9187,Nc42fqDjjkTbGAw5F
elephant-print pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideThail5.png,Black,No,1100,275,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,BottomsTexPantsWideThail5,9188,H2GKWBafcBg2xpnAv
embellished denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWidePrintdenim0.png,Blue,No,1300,325,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsWidePrintdenim0,5459,nL8iXvEk3KyGuN6dN
embellished denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWidePrintdenim1.png,Light blue,No,1300,325,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsWidePrintdenim1,9539,tea9oG7cEbx48Mpwd
embellished denim pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWidePrintdenim2.png,Black,No,1300,325,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsWidePrintdenim2,9540,bHgq9muErTbDvecaH
embroidered floral skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongEmbroidery0.png,Green,No,1320,330,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy; vacation,For sale,BottomsTexSkirtLongEmbroidery0,4547,3puHTTuuCW8zSegSS
embroidered floral skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongEmbroidery1.png,Blue,No,1320,330,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy; vacation,For sale,BottomsTexSkirtLongEmbroidery1,8736,JAsz32D72zGzZkqus
embroidered floral skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongEmbroidery2.png,Berry red,No,1320,330,Red,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy; vacation,For sale,BottomsTexSkirtLongEmbroidery2,8737,E9i6TADw7SYbhTrQx
embroidered-pattern skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongGeometric0.png,Blue,No,1100,275,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtLongGeometric0,4548,rnhaZHTvdzMZBjSqQ
embroidered-pattern skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongGeometric1.png,Green,No,1100,275,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtLongGeometric1,8738,vGos45xxvLFD2hpNu
embroidered-pattern skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongGeometric2.png,Red,No,1100,275,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtLongGeometric2,8739,95X4egfZWzLpqXHnG
explorer shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfExplorer0.png,Camel,No,1040,260,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,BottomsTexPantsHalfExplorer0,9841,TauZEXz8mGuXTcxy3
explorer shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfExplorer1.png,Avocado,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,BottomsTexPantsHalfExplorer1,12068,4M5CJwGuT64GeSaLQ
explorer shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfExplorer2.png,Beige,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,BottomsTexPantsHalfExplorer2,12069,5AftSjCxYkFX3D2T9
explorer shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfExplorer3.png,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,BottomsTexPantsHalfExplorer3,12070,FjY7RDn9pa37x83oK
faux-fur skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFur0.png,Light blue,No,1440,360,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,BottomsTexSkirtAlineFur0,5415,xC4BjxNbbBaDnSKPY
faux-fur skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFur1.png,Pink,No,1440,360,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,BottomsTexSkirtAlineFur1,8794,DE6yhBPSroP6SSYXT
faux-fur skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFur2.png,Red,No,1440,360,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,BottomsTexSkirtAlineFur2,8795,sB4fadAttyksKamG4
faux-fur skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFur3.png,Purple,No,1440,360,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,BottomsTexSkirtAlineFur3,8796,kMTt78m6kS9jSX6yD
faux-fur skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFur4.png,Yellow,No,1440,360,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,BottomsTexSkirtAlineFur4,8797,nFYDGbYaJ8pX935Pa
faux-shearling skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxMouton0.png,Beige,No,1560,390,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexSkirtBoxMouton0,5704,tbkDAFjHkzEi6we7W
faux-shearling skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxMouton1.png,Pink,No,1560,390,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexSkirtBoxMouton1,11335,8GMFDPcrFsX3ymhzB
faux-shearling skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxMouton2.png,Green,No,1560,390,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexSkirtBoxMouton2,11336,2pb7ShdzGnCQPBiNW
faux-shearling skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxMouton3.png,Black,No,1560,390,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexSkirtBoxMouton3,11337,aCDhfD5BfTYLG3qXu
faux-shearling skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxMouton4.png,Gray,No,1560,390,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,BottomsTexSkirtBoxMouton4,11338,QW95DS3pd7MD8WjWr
flare skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFlare0.png,Red,No,1140,285,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtAlineFlare0,4614,aRBpzu6mqFcYYd5uP
flare skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFlare1.png,Black,No,1140,285,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtAlineFlare1,8790,yzAzKqfeZNyMgHpXA
flare skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFlare2.png,Pink,No,1140,285,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtAlineFlare2,8791,Z2cE6GSDY33GgqM85
flare skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFlare3.png,Mint,No,1140,285,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtAlineFlare3,8792,EvfJFFcK8joNcCb2Q
flare skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtAlineFlare4.png,Light blue,No,1140,285,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtAlineFlare4,8793,B36kirhtF9EWoiBrr
flashy slacks,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalSlacksgaudy0.png,White,No,1300,325,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,BottomsTexPantsNormalSlacksgaudy0,3408,5jce5PN9sChgYiXyw
flashy slacks,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalSlacksgaudy1.png,Black,No,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,BottomsTexPantsNormalSlacksgaudy1,11354,QaLiuAsBfGP7ZtYhj
