Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,Customize,KitCost,Buy,Sell,Color1,Color2,Size,Source,Version,Catalog,Filename,VariantID,InternalID,UniqueEntryID
Chops's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig14_Remake_3_0,3_0,6657,4SJJ2ri2ri2YyQ9Ek
Chops's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig14_Remake_4_0,4_0,6657,AkatGrdxXahGWsPXg
Chops's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig14_Remake_5_0,5_0,6657,pQQ9YhrLPFEjaCK3o
Chops's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig14_Remake_6_0,6_0,6657,Muy8AXkTwSGkSG7Xi
Chops's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig14_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig14_Remake_7_0,7_0,6657,H88DiiaP7tXNWdFkH
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_0_0,0_0,6438,WoystyWx6sJscjrHx
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_1_0,1_0,6438,MioGpyjNNEJabX7rA
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_2_0,2_0,6438,bmxohcQam6WK4fmQN
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_3_0,3_0,6438,75KEdN6JCKsKXm8P9
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_4_0,4_0,6438,FB2QmbCLYcfKa97A7
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_5_0,5_0,6438,tnNXXRdwC6WE8vBzs
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_6_0,6_0,6438,CYowTNJtssDbHj2sP
Chow's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBea03_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBea03_Remake_7_0,7_0,6438,iDuusCeayTGuMaE7g
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_0_0,0_0,6676,FM8oegQKWkLtwy7hv
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_1_0,1_0,6676,ojBcniTa4rbE5Q7hN
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_2_0,2_0,6676,febP2NqZgoJBRJK3A
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_3_0,3_0,6676,enTzmAYxvceHDA4T4
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_4_0,4_0,6676,J7HbHqh8sETcBAdxW
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_5_0,5_0,6676,EMZZBBQaZNJjHoLcs
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_6_0,6_0,6676,PWpzAn76XbMGEqhMq
Chrissy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt13_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt13_Remake_7_0,7_0,6676,S3drzZk3mTdFJ9LjP
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_0_0,0_0,6674,XyW5SWJwSMv8zojLk
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_1_0,1_0,6674,RoAfDa8xPyYBgFuc4
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_2_0,2_0,6674,jtwvoMWYqEDY7ZcJc
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_3_0,3_0,6674,tyjcW6kbWjWK72g7R
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_4_0,4_0,6674,E8DpTTrrJHMLbo3KS
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_5_0,5_0,6674,hzQkhQP6nuJjuSkvP
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_6_0,6_0,6674,WaosF7Wj72LQDCmkJ
Claude's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt11_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt11_Remake_7_0,7_0,6674,GWHdh8bNzPjDJ4H84
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_0_0,0_0,6729,J45Me6Dzso3Ln59zQ
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_1_0,1_0,6729,uwWDSWM78NnNK2ngP
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_2_0,2_0,6729,YRyYvH5QKPnxvs2z2
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_3_0,3_0,6729,CRciJ7TgN2LfvW8Bx
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_4_0,4_0,6729,S8H2CdrgHjmHEKbLv
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_5_0,5_0,6729,rL76XPRP4A9qBqnif
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_6_0,6_0,6729,sboNSFY8uhQDSShHF
Claudia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlTig05_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlTig05_Remake_7_0,7_0,6729,zzoGircgW3jZC4WXK
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_0_0,0_0,6527,kGDzqnCpMksr9fMT5
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_1_0,1_0,6527,MH4Eiptj8wbdhmgnB
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_2_0,2_0,6527,zfm48qcEpwtgkKN6H
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_3_0,3_0,6527,vxJPyuSnosNaGhKDd
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_4_0,4_0,6527,yycFRtLm2vHx52sYe
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_5_0,5_0,6527,qLc9HEr26RCikS5qB
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_6_0,6_0,6527,okTXqTqSpZda93Y7B
Clay's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam05_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHam05_Remake_7_0,7_0,6527,93W8F89Pkn7EqaoQ6
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_0_0,0_0,6546,gxJqs6CPfde3w2qrM
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_1_0,1_0,6546,Yb6ZzzJvZtW29ZcWN
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_2_0,2_0,6546,MBCPdb7Gb52afHJWf
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_3_0,3_0,6546,z3QD5dggAGj33nn5k
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_4_0,4_0,6546,vjqrKiMh5hY9skQqn
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_5_0,5_0,6546,6YMZMdhyGgPjHh72m
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_6_0,6_0,6546,NYKvCqiqdxsrxcgqw
Cleo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs07_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs07_Remake_7_0,7_0,6546,ysi2hGuEdGPAzQbqf
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_0_0,0_0,6550,QKsJtxAJy9sctQs5p
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_1_0,1_0,6550,FrBbXLnpbnFRtMj6r
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_2_0,2_0,6550,XEe9m2CJHbH9nRQLw
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_3_0,3_0,6550,gsL6Zufph2v7NknRJ
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_4_0,4_0,6550,JzJhKwSYfpjeeQ2KG
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_5_0,5_0,6550,uzjYb4vJ4hzBQBv35
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_6_0,6_0,6550,NgMJHn7kQ8WXdzMRH
Clyde's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs10_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlHrs10_Remake_7_0,7_0,6550,DcTDsoQSKNCELfdCm
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_0_0,0_0,6742,jbLAXY6p6azRaCJGF
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_1_0,1_0,6742,hAd4dvwaP6bgqGCri
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_2_0,2_0,6742,ivxoSASyTijj7s62j
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_3_0,3_0,6742,uCgtG4KCcEwzPPnwT
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_4_0,4_0,6742,GdZJiiH9nSBzBRWQD
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_5_0,5_0,6742,QCQgzJktcWbaXRAf9
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_6_0,6_0,6742,oDNGT9zxYgTrYYXeP
Coach's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul07_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul07_Remake_7_0,7_0,6742,fp9WAyCF9uGTrfHR6
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_0_0,0_0,6652,BQ94PsJLjQJa7DBPy
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_1_0,1_0,6652,886YAK9xk548NiCeM
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_2_0,2_0,6652,Y8y2qXXhNEDx9uGcd
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_3_0,3_0,6652,HJH29Hr9Q4aeucs4m
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_4_0,4_0,6652,qb7a3QeRuYeCphRPt
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_5_0,5_0,6652,6BXwmHgJ4nRbbfvpk
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_6_0,6_0,6652,JQgjjYLZEStyFHEeK
Cobb's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig08_Remake_7_0,7_0,6652,cWjZGAdw6exM2qGHk
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_0_0,0_0,6664,d4WWiydrvivQYjRJT
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_1_0,1_0,6664,NfvH2G6H5ijhG2y7b
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_2_0,2_0,6664,4aEHj3Kr6dXcXxGBh
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_3_0,3_0,6664,Lb7Y7Hx2BqMSxR6Af
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_4_0,4_0,6664,BiBoZfb6FnWdvNz5N
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_5_0,5_0,6664,yZy2MRQkbzCCQwQQm
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_6_0,6_0,6664,N6yL8uA5T3d8jso9K
Coco's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt02_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt02_Remake_7_0,7_0,6664,QSuio23BC2PtGBxQQ
Cole's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_0_0,0_0,6681,jyLQSJLZrzvpggFTp
Cole's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_1_0,1_0,6681,u4AJ5QeqXaSh96Rnk
Cole's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_2_0,2_0,6681,5cKK3ASyXLyc7ttm2
Cole's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_3_0,3_0,6681,KHJkkEHkn5ynEuk3f
Cole's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_4_0,4_0,6681,dgBMCbmsER26wSR87
Cole's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_5_0,5_0,6681,Jctn7KSgcEQnSBbdo
Cole's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlRbt18_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlRbt18_Remake_6_0,6_0,6681,RtfQSWa8SAoiDvRa7
