Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,SpeakerType,LightingType,Catalog,Filename,VariantID,InternalID,UniqueEntryID
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_1_6.png,Beige,NA,Green,Curtain,No,No,Yes,2,3700,925,Yellow,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_6,1_6,1816,5sR6zTAe9PsMcZkpn
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_1_7.png,Beige,NA,Blue,Curtain,No,No,Yes,2,3700,925,Yellow,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_7,1_7,1816,8oWjcCYKdLuAmDkNX
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_0.png,Brown,NA,White,Curtain,No,No,Yes,2,3700,925,Orange,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_0,2_0,1816,s3rtd7w4a4ky6JkAe
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_1.png,Brown,NA,Purple,Curtain,No,No,Yes,2,3700,925,Orange,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_1,2_1,1816,BmTLWo9YRFvGmQFdK
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_2.png,Brown,NA,Black,Curtain,No,No,Yes,2,3700,925,Orange,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_2,2_2,1816,k3t55AoYzTC95inHh
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_3.png,Brown,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Orange,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_3,2_3,1816,jtW7atCYG4MFzjjoH
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_4.png,Brown,NA,Pink,Curtain,No,No,Yes,2,3700,925,Orange,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_4,2_4,1816,t3PqQ3hcZ7kLXFMt2
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_5.png,Brown,NA,Red,Curtain,No,No,Yes,2,3700,925,Orange,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_5,2_5,1816,dbFPyRHSv7PSBbxYm
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_6.png,Brown,NA,Green,Curtain,No,No,Yes,2,3700,925,Orange,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_6,2_6,1816,akZy4YmBLk8ETzBZR
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_2_7.png,Brown,NA,Blue,Curtain,No,No,Yes,2,3700,925,Orange,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_7,2_7,1816,rPWmGac8peyAiXo9n
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_0.png,Dark brown,NA,White,Curtain,No,No,Yes,2,3700,925,Brown,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_0,3_0,1816,T3Sq38zLfr5LxhkQL
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_1.png,Dark brown,NA,Purple,Curtain,No,No,Yes,2,3700,925,Brown,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_1,3_1,1816,aPu342SNxYFn8CfuJ
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_2.png,Dark brown,NA,Black,Curtain,No,No,Yes,2,3700,925,Brown,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_2,3_2,1816,3dFxBfCwKfc6Qf4sk
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_3.png,Dark brown,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Brown,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_3,3_3,1816,JPviijww3dMcTiSqv
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_4.png,Dark brown,NA,Pink,Curtain,No,No,Yes,2,3700,925,Brown,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_4,3_4,1816,cQ2G6AawfmoCrZhGW
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_5.png,Dark brown,NA,Red,Curtain,No,No,Yes,2,3700,925,Brown,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_5,3_5,1816,okuEz5tc6JoST7KyC
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_6.png,Dark brown,NA,Green,Curtain,No,No,Yes,2,3700,925,Brown,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_6,3_6,1816,TuEo85hZGTKmhF8Ti
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_3_7.png,Dark brown,NA,Blue,Curtain,No,No,Yes,2,3700,925,Brown,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_7,3_7,1816,4EtKRhoEjoPyxpMsB
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_0.png,Black,NA,White,Curtain,No,No,Yes,2,3700,925,Black,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_0,4_0,1816,SRDQjDatcaYRfDfm6
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_1.png,Black,NA,Purple,Curtain,No,No,Yes,2,3700,925,Black,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_1,4_1,1816,FrfbchYxYejDNhdfs
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_2.png,Black,NA,Black,Curtain,No,No,Yes,2,3700,925,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_2,4_2,1816,WxywpCh64irnyem5c
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_3.png,Black,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Black,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_3,4_3,1816,7ZFbpAqaYgdww3JWc
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_4.png,Black,NA,Pink,Curtain,No,No,Yes,2,3700,925,Black,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_4,4_4,1816,ED9RaoFGMEr6trrtW
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_5.png,Black,NA,Red,Curtain,No,No,Yes,2,3700,925,Black,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_5,4_5,1816,ojMJyxybGMKHfT3NL
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_6.png,Black,NA,Green,Curtain,No,No,Yes,2,3700,925,Black,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_6,4_6,1816,tbo33Z2LABD7wBoLi
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_4_7.png,Black,NA,Blue,Curtain,No,No,Yes,2,3700,925,Black,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_7,4_7,1816,LPLixYMcZctmRHZo6
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_0.png,Blue,NA,White,Curtain,No,No,Yes,2,3700,925,Blue,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_0,5_0,1816,9NcRAwMhgZQhSmTKA
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_1.png,Blue,NA,Purple,Curtain,No,No,Yes,2,3700,925,Blue,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_1,5_1,1816,PFDKfsfZvHBWmR4rh
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_2.png,Blue,NA,Black,Curtain,No,No,Yes,2,3700,925,Blue,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_2,5_2,1816,tf7tuJbkg6QRvZLiQ
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_3.png,Blue,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Blue,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_3,5_3,1816,KaE9hHGdHEG5a4ZXB
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_4.png,Blue,NA,Pink,Curtain,No,No,Yes,2,3700,925,Blue,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_4,5_4,1816,RGoKqruNBwP9ptwhD
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_5.png,Blue,NA,Red,Curtain,No,No,Yes,2,3700,925,Blue,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_5,5_5,1816,e2Ay6Er66ZKGsxQq8
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_6.png,Blue,NA,Green,Curtain,No,No,Yes,2,3700,925,Blue,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_6,5_6,1816,P9WrpxcjWbSE2tMff
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_5_7.png,Blue,NA,Blue,Curtain,No,No,Yes,2,3700,925,Blue,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_7,5_7,1816,AnJMEYY3Sq8ztgZLr
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_0.png,Pink,NA,White,Curtain,No,No,Yes,2,3700,925,Pink,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_0,6_0,1816,L4YAHZFQDr5oqbgr9
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_1.png,Pink,NA,Purple,Curtain,No,No,Yes,2,3700,925,Pink,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_1,6_1,1816,CTDPimSvents862wR
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_2.png,Pink,NA,Black,Curtain,No,No,Yes,2,3700,925,Pink,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_2,6_2,1816,khYcTbLxFCNyQW6NY
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_3.png,Pink,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Pink,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_3,6_3,1816,bf5ixLR4teRzNPv7n
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_4.png,Pink,NA,Pink,Curtain,No,No,Yes,2,3700,925,Pink,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_4,6_4,1816,3m4ss2vhuXb8xuPJJ
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_5.png,Pink,NA,Red,Curtain,No,No,Yes,2,3700,925,Pink,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_5,6_5,1816,dt9Xyquyvv5hDKkva
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_6.png,Pink,NA,Green,Curtain,No,No,Yes,2,3700,925,Pink,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_6,6_6,1816,Qe2XjBGw5rPJubnd7
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_6_7.png,Pink,NA,Blue,Curtain,No,No,Yes,2,3700,925,Pink,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_7,6_7,1816,3xfiSatMq2oznqATL
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_0.png,Green,NA,White,Curtain,No,No,Yes,2,3700,925,Light Blue,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_0,7_0,1816,oXnHqjdPy8h67dBNA
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_1.png,Green,NA,Purple,Curtain,No,No,Yes,2,3700,925,Light Blue,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_1,7_1,1816,9Fh8KaoZoZk3X5fdh
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_2.png,Green,NA,Black,Curtain,No,No,Yes,2,3700,925,Light Blue,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_2,7_2,1816,PcYFdZMzmNBquo6G4
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_3.png,Green,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Light Blue,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_3,7_3,1816,Tp6zrKyinYeBiTXPi
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_4.png,Green,NA,Pink,Curtain,No,No,Yes,2,3700,925,Light Blue,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_4,7_4,1816,3QmXoP3kpPnpc7iyh
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_5.png,Green,NA,Red,Curtain,No,No,Yes,2,3700,925,Light Blue,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_5,7_5,1816,QAtdxb27ZvSBLs6r3
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_6.png,Green,NA,Green,Curtain,No,No,Yes,2,3700,925,Light Blue,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_6,7_6,1816,p3kGt6hYz7vGyZnM9
changing room,https://acnhcdn.com/acdb/housewares/FtrFittingroom_Remake_7_7.png,Green,NA,Blue,Curtain,No,No,Yes,2,3700,925,Light Blue,Light Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Shop,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_7,7_7,1816,rTLYHFcFnnLAxY9yp
cherry-blossom branches,https://acnhcdn.com/acdb/housewares/FtrSakuraBranch.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4240,Pink,Black,1.5x1.5,Crafting,Cherry blossom seasonal DIY using cherry-blossom petals (caught with net),1.0.0,zen-style,fancy,cherry blossoms,None,Yes,Plants,Does not play music,No lighting,Not for sale,FtrSakuraBranch,NA,6031,mdnCPHWDrRHSN7n7Y
cherry-blossom pond stone,https://acnhcdn.com/acdb/housewares/FtrStonewaterbowlSakura.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2700,Gray,Pink,2x1,Crafting,Cherry blossom seasonal DIY using cherry-blossom petals (caught with net),1.0.0,zen-style,garden,cherry blossoms,None,No,Japanese Style,Does not play music,No lighting,Not for sale,FtrStonewaterbowlSakura,NA,7409,9rZRT4JCgiWjhcKro
cherry-blossom-petal pile,https://acnhcdn.com/acdb/housewares/FtrSakuraPetal.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2000,Pink,Pink,1x1,Crafting,Cherry blossom seasonal DIY using cherry-blossom petals (caught with net),1.0.0,zen-style,fancy,cherry blossoms,None,Yes,Plants,Does not play music,No lighting,Not for sale,FtrSakuraPetal,NA,6032,W9WAzyxvZXTtRrLAL
clackercart,https://acnhcdn.com/acdb/housewares/FtrKatakatatoy_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Beige,Brown,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_0_0,0_0,80,ARxQfuhLQMMwLK5zc
clackercart,https://acnhcdn.com/acdb/housewares/FtrKatakatatoy_Remake_1_0.png,Colorful,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Yellow,Colorful,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_1_0,1_0,80,dB8XkZvWGRDSHS2Ry
clackercart,https://acnhcdn.com/acdb/housewares/FtrKatakatatoy_Remake_2_0.png,Pop,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Red,Yellow,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_2_0,2_0,80,H37KWzJ8tAdiqRdcJ
clackercart,https://acnhcdn.com/acdb/housewares/FtrKatakatatoy_Remake_3_0.png,Cool,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Black,Red,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_3_0,3_0,80,kJbKmbsBRn9xiu2o3
clackercart,https://acnhcdn.com/acdb/housewares/FtrKatakatatoy_Remake_4_0.png,Pastel,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Yellow,Light Blue,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_4_0,4_0,80,vKZdGLE9JrxX9K4Bn
clackercart,https://acnhcdn.com/acdb/housewares/FtrKatakatatoy_Remake_5_0.png,Cute,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Pink,Purple,1x1,Crafting,,1.0.0,child's room,None,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_5_0,5_0,80,pTkQt7Aph6StWqSgX
claw-foot tub,https://acnhcdn.com/acdb/housewares/FtrBathtubCabriole_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,63000,15750,White,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_0_0,0_0,1757,w7j9E86xNNQ5kSnrM
claw-foot tub,https://acnhcdn.com/acdb/housewares/FtrBathtubCabriole_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,63000,15750,Black,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_1_0,1_0,1757,JXnrPfBhZSX353JYM
claw-foot tub,https://acnhcdn.com/acdb/housewares/FtrBathtubCabriole_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,63000,15750,Red,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_2_0,2_0,1757,4refyJMEyTEANwF2C
claw-foot tub,https://acnhcdn.com/acdb/housewares/FtrBathtubCabriole_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,63000,15750,Light Blue,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_3_0,3_0,1757,FfwsgEDa7yWqDMztz
claw-foot tub,https://acnhcdn.com/acdb/housewares/FtrBathtubCabriole_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,63000,15750,Pink,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_4_0,4_0,1757,6cTZE43QdMv5xQbAe
claw-foot tub,https://acnhcdn.com/acdb/housewares/FtrBathtubCabriole_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,63000,15750,Yellow,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_5_0,5_0,1757,WeTDRJAvKXmTFpZLZ
clay furnace,https://acnhcdn.com/acdb/housewares/FtrKitchenKamado.png,NA,NA,NA,NA,No,No,No,NA,3300,825,Beige,Brown,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,zen-style,None,None,Yes,Kitchen,Does not play music,No lighting,For sale,FtrKitchenKamado,NA,717,T8btpFoRBR2MF9M44
climbing wall,https://acnhcdn.com/acdb/housewares/FtrClimbingwall_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,4300,1075,Beige,Colorful,2x0.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_0_0,0_0,4006,6Ba5KcWpRFuTCKP2S
climbing wall,https://acnhcdn.com/acdb/housewares/FtrClimbingwall_Remake_1_0.png,Pink,NA,NA,NA,No,No,No,NA,4300,1075,Pink,Colorful,2x0.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_1_0,1_0,4006,nq45QwfcFocFND6yP
