Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHA Series,HHASet,Interact,Tag,Catalog,Filename,VariantID,InternalID,UniqueEntryID
crest doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentCrest_Remake_4_0.png,Silver & green,Color,NA,NA,Yes,Yes,No,1,NFS,3000,Gray,Green,1x1 ,Crafting,,1.0.0,expensive,None,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentCrest_Remake_4_0,4_0,5717,62E5Y2ZJ4Z6PoWGdT
crest doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentCrest_Remake_5_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,3000,,,1x1 ,Crafting,,1.0.0,expensive,None,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentCrest_Remake_5_0,5_0,5717,4kY54jHig2i2Cp5S9
cuckoo clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuckooclock_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,3200,800,Beige,Beige,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrCuckooclock_Remake_0_0,0_0,915,YkqSGut473PFEpLjj
cuckoo clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuckooclock_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,3200,800,Green,Brown,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrCuckooclock_Remake_1_0,1_0,915,5vQjTtmpbQKt3BTLe
cuckoo clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuckooclock_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,3200,800,Blue,Brown,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrCuckooclock_Remake_2_0,2_0,915,pTvXozhSHgn4GkDdN
cuckoo clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuckooclock_Remake_3_0.png,Yellow,NA,NA,NA,No,No,No,NA,3200,800,Yellow,Beige,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrCuckooclock_Remake_3_0,3_0,915,3yfvreNYdjbtj84fY
cuckoo clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuckooclock_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,3200,800,Red,Brown,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrCuckooclock_Remake_4_0,4_0,915,Yu8JF2SwWhTmiqeG7
cuckoo clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuckooclock_Remake_5_0.png,White,NA,NA,NA,No,No,No,NA,3200,800,White,White,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrCuckooclock_Remake_5_0,5_0,915,jTjxtMtHjrP7e8Yy8
cuckoo clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuckooclock_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,3200,800,Black,Black,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrCuckooclock_Remake_6_0,6_0,915,k8c59yKdpH2dTD43C
cute wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuteClockW_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,1200,300,White,Pink,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Clock,For sale,FtrCuteClockW_Remake_0_0,0_0,3996,oL9aQ7wvxNZqHuNMu
cute wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuteClockW_Remake_1_0.png,Sky blue,NA,NA,NA,No,No,No,NA,1200,300,Light blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Clock,For sale,FtrCuteClockW_Remake_1_0,1_0,3996,XKyofHP5PRaczSckT
cute wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuteClockW_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1200,300,Yellow,Orange,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Clock,For sale,FtrCuteClockW_Remake_2_0,2_0,3996,qsSnrxyz7L4yTRTk6
cute wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuteClockW_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,1200,300,Red,Red,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Clock,For sale,FtrCuteClockW_Remake_3_0,3_0,3996,SFW7JQoDPPKQbZbEw
cute wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrCuteClockW_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,1200,300,Blue,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Clock,For sale,FtrCuteClockW_Remake_4_0,4_0,3996,JcBgt9ca5GEzik5M9
dark lily wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathYuriRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Black,Black,1x1 ,Crafting,,1.0.0,fancy,horror,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathYuriRare,NA,5770,hK45uJh5Jniz9cxpZ
dark rose wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathRoseRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4320,Black,Purple,1x1 ,Crafting,,1.0.0,fancy,horror,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathRoseRare,NA,5766,5w5rk2xDXwiFP8EGD
dark tulip wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathTulipRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Black,Black,1x1 ,Crafting,,1.0.0,fancy,horror,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathTulipRare,NA,5771,WYEwdpAPRqiAvTgvv
deer decoration,https://acnhcdn.com/acdb/wall-mounted/FtrHuntingtrophy_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Orange,Orange,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Animal,Not for sale,FtrHuntingtrophy_Remake_0_0,0_0,3340,dji4bHpAttN6oLt4q
deer decoration,https://acnhcdn.com/acdb/wall-mounted/FtrHuntingtrophy_Remake_1_0.png,Ash,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Beige,Beige,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Animal,Not for sale,FtrHuntingtrophy_Remake_1_0,1_0,3340,LJjZ84u42mebMssSy
deer decoration,https://acnhcdn.com/acdb/wall-mounted/FtrHuntingtrophy_Remake_2_0.png,Ivory,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Yellow,Yellow,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Animal,Not for sale,FtrHuntingtrophy_Remake_2_0,2_0,3340,W99mj3gdfctbZbJSK
deer decoration,https://acnhcdn.com/acdb/wall-mounted/FtrHuntingtrophy_Remake_3_0.png,White,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,White,White,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Animal,Not for sale,FtrHuntingtrophy_Remake_3_0,3_0,3340,iFNWrHjuaGLFaFNjw
deer decoration,https://acnhcdn.com/acdb/wall-mounted/FtrHuntingtrophy_Remake_4_0.png,Black,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Black,Black,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Animal,Not for sale,FtrHuntingtrophy_Remake_4_0,4_0,3340,XYewRPe8EZcyFi5ff
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_0_0.png,Red,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Red,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_0_0,0_0,4144,AQG2jihcobK8xgHBX
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_0_1.png,Red,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Red,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_0_1,0_1,4144,BSD2EEfYnvP3w7Lat
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_0_2.png,Red,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Red,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_0_2,0_2,4144,BNasGEvtitX2LNwiL
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_1_0.png,Blue,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Blue,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_1_0,1_0,4144,MC4LsKsvtL2vJ6KaR
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_1_1.png,Blue,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Blue,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_1_1,1_1,4144,Ed5nzJtwF5wmbZYZ7
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_1_2.png,Blue,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Blue,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_1_2,1_2,4144,SrEYTuQf7nPL3darP
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_2_0.png,Yellow,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Yellow,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_2_0,2_0,4144,orcDMn7GEESmqmd3c
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_2_1.png,Yellow,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Yellow,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_2_1,2_1,4144,eh2kY8qGDPfXCqizA
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_2_2.png,Yellow,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Yellow,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_2_2,2_2,4144,bL2eoRBthWjqQk9p4
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_3_0.png,Aquamarine,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Green,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_3_0,3_0,4144,933jFXZSQ3re4Laea
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_3_1.png,Aquamarine,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Green,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_3_1,3_1,4144,wNaisHm652GQXo8YP
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_3_2.png,Aquamarine,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Green,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_3_2,3_2,4144,ChzYntcBrs2tkqbgF
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_4_0.png,Pink,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Pink,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_4_0,4_0,4144,aM6kY4xaZJyTpSFaE
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_4_1.png,Pink,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Pink,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_4_1,4_1,4144,pMyZMX767SiBRx7Ho
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_4_2.png,Pink,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Pink,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_4_2,4_2,4144,AzDPSwSqB7eEN85eR
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_5_0.png,Cream,NA,Red lines,Clock face,No,No,Yes,1,1500,375,White,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_5_0,5_0,4144,M3sbc37oNno3Y2y4f
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_5_1.png,Cream,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,White,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_5_1,5_1,4144,ySXL4ENG8PXbDfYFv
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_5_2.png,Cream,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,White,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_5_2,5_2,4144,rmTkAf4Cy4wq7CDfC
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_6_0.png,Purple,NA,Red lines,Clock face,No,No,Yes,1,1500,375,Purple,Colorful,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_6_0,6_0,4144,4iiYR67YwbL2FXriM
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_6_1.png,Purple,NA,Blue bee,Clock face,No,No,Yes,1,1500,375,Purple,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_6_1,6_1,4144,JWQaihPLMCkpumxRY
diner neon clock,https://acnhcdn.com/acdb/wall-mounted/FtrAmeretroClock_Remake_6_2.png,Purple,NA,B & W numeral,Clock face,No,No,Yes,1,1500,375,Purple,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Clock,For sale,FtrAmeretroClock_Remake_6_2,6_2,4144,kuTAXNY67mHKkt8vf
double-sided wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBothsideclockWall_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,1100,275,Black,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,For sale,FtrBothsideclockWall_Remake_0_0,0_0,4133,DwQN4SEyH4mrmE5GL
double-sided wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBothsideclockWall_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,1100,275,White,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,For sale,FtrBothsideclockWall_Remake_1_0,1_0,4133,i7Bfrh7N29irz5Yc9
double-sided wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBothsideclockWall_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,1100,275,Gray,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,For sale,FtrBothsideclockWall_Remake_2_0,2_0,4133,dbiAnWZE7xaHiz4uh
double-sided wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBothsideclockWall_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,1100,275,Light blue,White,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,For sale,FtrBothsideclockWall_Remake_3_0,3_0,4133,sF9NAuPLLFhneX3Kz
double-sided wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBothsideclockWall_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,1100,275,Red,Black,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,For sale,FtrBothsideclockWall_Remake_4_0,4_0,4133,JwANNqWup9x6yPLkM
double-sided wall clock,https://acnhcdn.com/acdb/wall-mounted/FtrBothsideclockWall_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,1100,275,Yellow,Red,0.5x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Clock,For sale,FtrBothsideclockWall_Remake_5_0,5_0,4133,6zNYbfhoA4T2hv3TT
exit sign,https://acnhcdn.com/acdb/wall-mounted/FtrExit_Remake_0_0.png,left,NA,NA,NA,No,No,No,NA,810,202,Green,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,For sale,FtrExit_Remake_0_0,0_0,955,KPuyujsNorFJ5NAMR
exit sign,https://acnhcdn.com/acdb/wall-mounted/FtrExit_Remake_1_0.png,right,NA,NA,NA,No,No,No,NA,810,202,Green,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,For sale,FtrExit_Remake_1_0,1_0,955,JgAsmzHX9CnaEFP4o
exit sign,https://acnhcdn.com/acdb/wall-mounted/FtrExit_Remake_2_0.png,Red exit,NA,NA,NA,No,No,No,NA,810,202,Red,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,For sale,FtrExit_Remake_2_0,2_0,955,x4cznjrg3EzHCcLy8
exit sign,https://acnhcdn.com/acdb/wall-mounted/FtrExit_Remake_3_0.png,both directions,NA,NA,NA,No,No,No,NA,810,202,Black,Green,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,Yes,Facility Decor,For sale,FtrExit_Remake_3_0,3_0,955,Fui7cPXS4FdJbC5AH
fancy lily wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathYuriMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathYuriMix,NA,5677,8PemBLHX35teZJkzR
fancy mum wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathMumMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Red,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathMumMix,NA,5749,g9AQk7fhJK4ugWzef
fancy rose wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathRoseMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathRoseMix,NA,5747,2qqKqAEwdH3MA43hH
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_0_0.png,Light blue,Color,NA,NA,No,Yes,No,1,NFS,90,Light blue,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_0_0,0_0,4764,4YpkwmX78YQKie4oA
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_1_0.png,Red,Color,NA,NA,No,Yes,No,1,NFS,90,Red,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_1_0,1_0,4764,X2DFdTYe8RXaitwDz
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_2_0.png,Orange,Color,NA,NA,No,Yes,No,1,NFS,90,Orange,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_2_0,2_0,4764,jMRxPL2SjToiEnHbY
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_3_0.png,Yellow,Color,NA,NA,No,Yes,No,1,NFS,90,Yellow,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_3_0,3_0,4764,LmeMvCyCjxf3MCrJF
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_4_0.png,Green,Color,NA,NA,No,Yes,No,1,NFS,90,Green,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_4_0,4_0,4764,L6W9hD2AaGS934K6C
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_5_0.png,Blue,Color,NA,NA,No,Yes,No,1,NFS,90,Purple,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_5_0,5_0,4764,pKcKmXwWioDg9fLKp
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_6_0.png,Black,Color,NA,NA,No,Yes,No,1,NFS,90,Black,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_6_0,6_0,4764,PuadbAvPoL8QvDG9R
fish doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFish_Remake_7_0.png,Gray,Color,NA,NA,No,Yes,No,1,NFS,90,Gray,White,1x1 ,Fishing Tourney,,1.0.0,child's room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFish_Remake_7_0,7_0,4764,Kwkg8BKh54FHkGrP7
fish print,https://acnhcdn.com/acdb/wall-mounted/FtrFishprint_Remake_0_0.png,Giant trevally,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,Not for sale,FtrFishprint_Remake_0_0,0_0,3699,h3o6vTzCgbEeCX7Qk
fish print,https://acnhcdn.com/acdb/wall-mounted/FtrFishprint_Remake_1_0.png,Red snapper,Variation,NA,NA,No,Yes,No,1,NFS,700,Red,Colorful,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,Not for sale,FtrFishprint_Remake_1_0,1_0,3699,kykeYHGMomE6ib3Cf
fish print,https://acnhcdn.com/acdb/wall-mounted/FtrFishprint_Remake_2_0.png,Blue marlin,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,Not for sale,FtrFishprint_Remake_2_0,2_0,3699,YWaH5Lk8A4nXg3ajd
fish print,https://acnhcdn.com/acdb/wall-mounted/FtrFishprint_Remake_3_0.png,Squid,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,Not for sale,FtrFishprint_Remake_3_0,3_0,3699,pGRX55vBK5sMdRoDB
fish print,https://acnhcdn.com/acdb/wall-mounted/FtrFishprint_Remake_4_0.png,Black bass,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,Not for sale,FtrFishprint_Remake_4_0,4_0,3699,rwsxsf5HQZZEJpAyz
fish print,https://acnhcdn.com/acdb/wall-mounted/FtrFishprint_Remake_5_0.png,Carp,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,Not for sale,FtrFishprint_Remake_5_0,5_0,3699,2s8HgjfPbpwxnKzZZ
fish print,https://acnhcdn.com/acdb/wall-mounted/FtrFishprint_Remake_6_0.png,Giant snakehead,Variation,NA,NA,No,Yes,No,1,NFS,700,Black,White,2x1 ,Fishing Tourney,,1.0.0,ocean,living room,None,None,No,Seaside,Not for sale,FtrFishprint_Remake_6_0,6_0,3699,WJZChi5WzkoABaJXJ
