Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,Catalog,Filename,VariantID,InternalID,UniqueEntry ID
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_0_4.png,Black,NA,Programming,Screen,No,No,Yes,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_0_4,0_4,3590,gNfEYtqfdSJmgxhRS
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_0_5.png,Black,NA,Art program,Screen,No,No,Yes,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_0_5,0_5,3590,9sDSDvRpLYhtWkt58
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_0_6.png,Black,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_0_6,0_6,3590,EkdAbZCFhiLpbjhmF
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_1_0.png,Silver,NA,Desktop,Screen,No,No,Yes,7,100000,25000,Gray,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_1_0,1_0,3590,763XieKvKrQ2mpp3r
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_1_1.png,Silver,NA,Search engine,Screen,No,No,Yes,7,100000,25000,Gray,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_1_1,1_1,3590,6ceKRFsyhPPqMZStx
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_1_2.png,Silver,NA,Calculations,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_1_2,1_2,3590,HuYQBcP44DFspkQW7
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_1_3.png,Silver,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_1_3,1_3,3590,xLiZxYQY4uH7rSxEB
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_1_4.png,Silver,NA,Programming,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_1_4,1_4,3590,NvwxFhKZa4CLdRmk6
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_1_5.png,Silver,NA,Art program,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_1_5,1_5,3590,cTEnTwtgun6dygoim
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_1_6.png,Silver,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_1_6,1_6,3590,2MA6eyKNP2pJmj4bC
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_2_0.png,White,NA,Desktop,Screen,No,No,Yes,7,100000,25000,White,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_2_0,2_0,3590,DEJpACaKsWByv8iYQ
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_2_1.png,White,NA,Search engine,Screen,No,No,Yes,7,100000,25000,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_2_1,2_1,3590,mHXvH8CuaYCsocaeb
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_2_2.png,White,NA,Calculations,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_2_2,2_2,3590,otJ48obk4fQoQiYZr
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_2_3.png,White,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_2_3,2_3,3590,avJJHTX7YurSDdtuG
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_2_4.png,White,NA,Programming,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_2_4,2_4,3590,TAfgKJk6d65wmkgxo
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_2_5.png,White,NA,Art program,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_2_5,2_5,3590,4sygquR9LqAKKbysE
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_2_6.png,White,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,White,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_2_6,2_6,3590,HoBBaNKFba8RBKFHK
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_3_0.png,Pink,NA,Desktop,Screen,No,No,Yes,7,100000,25000,Pink,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_3_0,3_0,3590,Tj7Wkm5b7jd77ut2F
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_3_1.png,Pink,NA,Search engine,Screen,No,No,Yes,7,100000,25000,Pink,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_3_1,3_1,3590,rLLZegoHqjTZX23TL
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_3_2.png,Pink,NA,Calculations,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_3_2,3_2,3590,M5FBFcicHwRYQEetX
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_3_3.png,Pink,NA,Web browsing,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_3_3,3_3,3590,CcEtaapembkLSBwa7
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_3_4.png,Pink,NA,Programming,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_3_4,3_4,3590,iACRi6a6jwvtdWxzC
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_3_5.png,Pink,NA,Art program,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_3_5,3_5,3590,ppMb4zaozfXfSZ6F4
desktop computer,https://acnhcdn.com/acdb/miscellaneous/FtrDesktopPC_Remake_3_6.png,Pink,NA,Digital audio workstation,Screen,No,No,Yes,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,For sale,FtrDesktopPC_Remake_3_6,3_6,3590,SXJXM5ejmeRsXNs7x
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_0_0.png,Orange,NA,NA,NA,No,No,No,NA,1600,400,Orange,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_0_0,0_0,2731,ujdZj24KoBL9tHmMJ
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_1_0.png,Lime,NA,NA,NA,No,No,No,NA,1600,400,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_1_0,1_0,2731,hmjWpazXPws4Jaxgq
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_2_0.png,Light blue,NA,NA,NA,No,No,No,NA,1600,400,Light blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_2_0,2_0,2731,mJkmRjhAJSvADbFB6
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_3_0,3_0,2731,JEW3nGZhECi4g5snm
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_4_0.png,Purple,NA,NA,NA,No,No,No,NA,1600,400,Purple,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_4_0,4_0,2731,M6sEf2R4a2q4tbjNv
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_5_0,5_0,2731,g3ujAK7DYAe8grBzM
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_6_0.png,White,NA,NA,NA,No,No,No,NA,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_6_0,6_0,2731,sjWPQqAqszjMu4Aqo
digital alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrDigitalclock_Remake_7_0.png,Black,NA,NA,NA,No,No,No,NA,1600,400,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrDigitalclock_Remake_7_0,7_0,2731,wLYWhFuspRrCKsQ7Y
dinnerware,https://acnhcdn.com/acdb/miscellaneous/FtrDishes.png,NA,NA,NA,NA,No,No,No,NA,930,232,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrDishes,NA,1798,qRkNS5tawnxzngTJK
dish-drying rack,https://acnhcdn.com/acdb/miscellaneous/FtrDrainerbasket_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,530,132,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrDrainerbasket_Remake_0_0,0_0,3400,tZ2EDaYM7SrfFPrMr
dish-drying rack,https://acnhcdn.com/acdb/miscellaneous/FtrDrainerbasket_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,530,132,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrDrainerbasket_Remake_1_0,1_0,3400,DrRxM8YH5gLxrJTi4
dish-drying rack,https://acnhcdn.com/acdb/miscellaneous/FtrDrainerbasket_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,530,132,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrDrainerbasket_Remake_2_0,2_0,3400,fTPfJYf5DMmdobQe4
dish-drying rack,https://acnhcdn.com/acdb/miscellaneous/FtrDrainerbasket_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,530,132,Red,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrDrainerbasket_Remake_3_0,3_0,3400,4rRf2RJq9N42Kdixo
dish-drying rack,https://acnhcdn.com/acdb/miscellaneous/FtrDrainerbasket_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,530,132,Blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrDrainerbasket_Remake_4_0,4_0,3400,TDidSLaYnhWLoE8Ny
dish-drying rack,https://acnhcdn.com/acdb/miscellaneous/FtrDrainerbasket_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,530,132,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrDrainerbasket_Remake_5_0,5_0,3400,uX8yCBXA7DkFkQffT
diving beetle model,https://acnhcdn.com/acdb/miscellaneous/FtrInsectGengorouToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Black,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Not for sale,FtrInsectGengorouToy,NA,7057,yK4ZZsqW5P7x5bkb5
document stack,https://acnhcdn.com/acdb/miscellaneous/FtrOfficePapers_Remake_0_0.png,NA,NA,Resource documents,Writing,Yes,No,Yes,2,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,For sale,FtrOfficePapers_Remake_0_0,0_0,1750,NW8389r8CQP22h6Bx
document stack,https://acnhcdn.com/acdb/miscellaneous/FtrOfficePapers_Remake_0_1.png,NA,NA,Text documents,Writing,Yes,No,Yes,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,For sale,FtrOfficePapers_Remake_0_1,0_1,1750,WKr7KoaznEM4CmvwS
document stack,https://acnhcdn.com/acdb/miscellaneous/FtrOfficePapers_Remake_0_2.png,NA,NA,Exam papers,Writing,Yes,No,Yes,2,1600,400,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,For sale,FtrOfficePapers_Remake_0_2,0_2,1750,tEdFYTBXipPNgHEif
document stack,https://acnhcdn.com/acdb/miscellaneous/FtrOfficePapers_Remake_0_3.png,NA,NA,Storyboards,Writing,Yes,No,Yes,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,No,Office,For sale,FtrOfficePapers_Remake_0_3,0_3,1750,5yKf3Ly3bJXiaLL8s
dolly,https://acnhcdn.com/acdb/miscellaneous/FtrDoll_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1600,400,Red,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,For sale,FtrDoll_Remake_0_0,0_0,1495,hbQLLScKhueHesoYq
dolly,https://acnhcdn.com/acdb/miscellaneous/FtrDoll_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,1600,400,Blue,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,For sale,FtrDoll_Remake_1_0,1_0,1495,yhjYoiki4JMry74jb
dolly,https://acnhcdn.com/acdb/miscellaneous/FtrDoll_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,1600,400,Green,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,For sale,FtrDoll_Remake_2_0,2_0,1495,arc7BwNEDYoXfhgnJ
dolly,https://acnhcdn.com/acdb/miscellaneous/FtrDoll_Remake_3_0.png,Pink,NA,NA,NA,No,No,No,NA,1600,400,Pink,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,For sale,FtrDoll_Remake_3_0,3_0,1495,7j89JBTbZsm77yBMS
dolly,https://acnhcdn.com/acdb/miscellaneous/FtrDoll_Remake_4_0.png,Purple,NA,NA,NA,No,No,No,NA,1600,400,Black,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,For sale,FtrDoll_Remake_4_0,4_0,1495,Sw9CjJHeoAHdPYHbZ
dolly,https://acnhcdn.com/acdb/miscellaneous/FtrDoll_Remake_5_0.png,White,NA,NA,NA,No,No,No,NA,1600,400,White,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,No,Toy,For sale,FtrDoll_Remake_5_0,5_0,1495,YnFTa7mCDAbjjxMQ8
dorado model,https://acnhcdn.com/acdb/miscellaneous/FtrFishDoladoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,45000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Not for sale,FtrFishDoladoToy,NA,7837,AqLmk2o84jfS3g2eo
drone beetle model,https://acnhcdn.com/acdb/miscellaneous/FtrInsectKanabunToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,600,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Not for sale,FtrInsectKanabunToy,NA,7114,6yohwFwFZfX4qLwYH
dung beetle model,https://acnhcdn.com/acdb/miscellaneous/FtrInsectFunkorogashiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Black,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Not for sale,FtrInsectFunkorogashiToy,NA,7066,kptqPDnkxCJyGAijA
earth-boring dung b. model,https://acnhcdn.com/acdb/miscellaneous/FtrInsectSenchikoganeToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,900,Purple,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Not for sale,FtrInsectSenchikoganeToy,NA,7074,CmFN6RZ9WHsdHruCE
electronics kit,https://acnhcdn.com/acdb/miscellaneous/FtrElectronicset_Remake_0_0.png,Green,NA,NA,NA,No,No,No,NA,1300,325,Green,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,Yes,School,For sale,FtrElectronicset_Remake_0_0,0_0,4071,PMNdcMWBRp3SbTCZy
electronics kit,https://acnhcdn.com/acdb/miscellaneous/FtrElectronicset_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,Yes,School,For sale,FtrElectronicset_Remake_1_0,1_0,4071,25zWZtJQknFgxDshn
emperor butterfly model,https://acnhcdn.com/acdb/miscellaneous/FtrInsectMorufuochoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,12000,Blue,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Not for sale,FtrInsectMorufuochoToy,NA,7086,ems5tvkQ9KxRdf6kj
espresso maker,https://acnhcdn.com/acdb/miscellaneous/FtrEspresso_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,5600,1400,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,For sale,FtrEspresso_Remake_0_0,0_0,954,Q4GNDHGCFcWL9bnqB
espresso maker,https://acnhcdn.com/acdb/miscellaneous/FtrEspresso_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,5600,1400,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,For sale,FtrEspresso_Remake_1_0,1_0,954,obbkS9czZYQwfjvDs
espresso maker,https://acnhcdn.com/acdb/miscellaneous/FtrEspresso_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,5600,1400,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,For sale,FtrEspresso_Remake_2_0,2_0,954,uZCbmAEFwmGaxATWG
espresso maker,https://acnhcdn.com/acdb/miscellaneous/FtrEspresso_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,5600,1400,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,For sale,FtrEspresso_Remake_3_0,3_0,954,3D5LbsHmvX24r8K9g
espresso maker,https://acnhcdn.com/acdb/miscellaneous/FtrEspresso_Remake_4_0.png,Green,NA,NA,NA,No,No,No,NA,5600,1400,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,For sale,FtrEspresso_Remake_4_0,4_0,954,ub6s5caXiQE7TQG67
espresso maker,https://acnhcdn.com/acdb/miscellaneous/FtrEspresso_Remake_5_0.png,White,NA,NA,NA,No,No,No,NA,5600,1400,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,For sale,FtrEspresso_Remake_5_0,5_0,954,7Fec2Lv8fTbzKdipH
espresso maker,https://acnhcdn.com/acdb/miscellaneous/FtrEspresso_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,5600,1400,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Dining,For sale,FtrEspresso_Remake_6_0,6_0,954,vcQwWteYKMXcXNsFi
essay set,https://acnhcdn.com/acdb/miscellaneous/FtrWriterset_Remake_0_0.png,Blank,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,For sale,FtrWriterset_Remake_0_0,0_0,4110,S77ZuGAX8LhFBt7uY
essay set,https://acnhcdn.com/acdb/miscellaneous/FtrWriterset_Remake_1_0.png,Writer's block,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,For sale,FtrWriterset_Remake_1_0,1_0,4110,qzn2qDAYvfbiKrvaa
essay set,https://acnhcdn.com/acdb/miscellaneous/FtrWriterset_Remake_2_0.png,In progress,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,For sale,FtrWriterset_Remake_2_0,2_0,4110,Wa27BDHwd596eE9xL
essay set,https://acnhcdn.com/acdb/miscellaneous/FtrWriterset_Remake_3_0.png,Letter,NA,NA,NA,No,No,No,NA,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,No,Study,For sale,FtrWriterset_Remake_3_0,3_0,4110,igLQ9TpWZykQ67tRN
evening cicada model,https://acnhcdn.com/acdb/miscellaneous/FtrInsectHigurashiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1650,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Not for sale,FtrInsectHigurashiToy,NA,7063,JD6PSB2AmjrmdMMtD
fancy violin,https://acnhcdn.com/acdb/miscellaneous/FtrViolin_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,140000,35000,Brown,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,For sale,FtrViolin_Remake_0_0,0_0,2772,eKNNFj6C7ejvnojpF
fancy violin,https://acnhcdn.com/acdb/miscellaneous/FtrViolin_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,140000,35000,White,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,For sale,FtrViolin_Remake_1_0,1_0,2772,85Tnvo4mmEPLWfdip
fancy violin,https://acnhcdn.com/acdb/miscellaneous/FtrViolin_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,140000,35000,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,For sale,FtrViolin_Remake_2_0,2_0,2772,sDgnS2Ytyx5bBtnu2
fax machine,https://acnhcdn.com/acdb/miscellaneous/FtrFax_Remake_0_0.png,White,NA,Document,Printout,No,No,Yes,1,1500,375,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,None,None,None,Yes,Office,For sale,FtrFax_Remake_0_0,0_0,4101,AZjBktGNYjSPTrD2Z
