Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,Label Themes,Catalog,Filename,InternalID,UniqueEntryID
camo tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHCamouflage2.png,Pink,No,960,240,Pink,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,TopsTexTopTshirtsHCamouflage2,8421,7XJR7YLns7pJpspdC
camo tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHCamouflage3.png,Gray,No,960,240,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,TopsTexTopTshirtsHCamouflage3,8422,4jbAfkCimtnAhAMJx
camo tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHCamouflage4.png,Blue,No,960,240,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,TopsTexTopTshirtsHCamouflage4,8423,2cmGY9qZsk5XW5epR
camo tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHCamouflage5.png,Purple,No,960,240,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,TopsTexTopTshirtsHCamouflage5,12352,9j5rKFarxYrxLwDQu
camo tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHCamouflage6.png,Red,No,960,240,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,TopsTexTopTshirtsHCamouflage6,12353,9dyYcxDgoA4Z7zddJ
collarless shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLNocollar0.png,Black,No,960,240,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLNocollar0,3690,SGrZXSayHx7jQN9Bq
collarless shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLNocollar1.png,White,No,960,240,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLNocollar1,8510,JF5eg4u7iovd3BoT3
color-block dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTwotone0.png,Blue,No,960,240,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLTwotone0,3316,XAfQ8miFRhqMuD8qK
color-block dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTwotone1.png,Red,No,960,240,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLTwotone1,8489,aH5dRYE4mh4jm3nQP
color-block dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTwotone2.png,Green,No,960,240,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLTwotone2,8490,MDpibSS8ZcnyRSofY
color-block dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTwotone3.png,Purple,No,960,240,Pink,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLTwotone3,8491,ksZmQ4CkZG9fiXmnE
color-block dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTwotone4.png,Yellow,No,960,240,Yellow,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLTwotone4,8492,J7hQxHwcdnvZxvzC3
color-block dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTwotone5.png,Gray,No,960,240,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLTwotone5,8493,wr3KXHy4tdaKNM5cB
dolly shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHDolly0.png,Pink,No,960,240,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale,For sale,TopsTexTopPuffHDolly0,9828,P44fsEoB5vHDC9vxu
dolly shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHDolly1.png,Blue,No,960,240,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale,For sale,TopsTexTopPuffHDolly1,11952,AcacBmTTXMoCpthvT
dolly shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHDolly2.png,Yellow,No,960,240,Yellow,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale,For sale,TopsTexTopPuffHDolly2,11953,su4iyqrqQ2LXC5nfW
dolly shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHDolly3.png,Purple,No,960,240,Purple,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale,For sale,TopsTexTopPuffHDolly3,11954,8wbvDqr4vrJSXyppS
embroidered tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEmbroidery0.png,Red,No,960,240,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy; vacation,For sale,TopsTexTopTshirtsNEmbroidery0,5441,9DzqH7aMSv95fJKRi
embroidered tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEmbroidery1.png,Purple,No,960,240,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy; vacation,For sale,TopsTexTopTshirtsNEmbroidery1,8090,hYZdoywEYD2xwiy9f
embroidered tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEmbroidery2.png,Blue,No,960,240,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy; vacation,For sale,TopsTexTopTshirtsNEmbroidery2,8091,2K72KeAGyAKbedWiT
embroidered tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEmbroidery3.png,Pink,No,960,240,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy; vacation,For sale,TopsTexTopTshirtsNEmbroidery3,8092,W5CLaXunDqKhGgf35
embroidered tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEmbroidery4.png,Green,No,960,240,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy; vacation,For sale,TopsTexTopTshirtsNEmbroidery4,8093,2Chdb8nsWRDZ7CkMT
embroidered tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEmbroidery5.png,Beige,No,960,240,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy; vacation,For sale,TopsTexTopTshirtsNEmbroidery5,8094,JFwe4zXwigsMto5jB
embroidered tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEmbroidery6.png,Navy blue,No,960,240,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy; vacation,For sale,TopsTexTopTshirtsNEmbroidery6,8095,6irGeSdqQsYeMi5vr
energetic sweater,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLKids0.png,Yellow,No,960,240,Yellow,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLKids0,5262,b73ao3rF3oavR8z4N
energetic sweater,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLKids1.png,Light blue,No,960,240,Light blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLKids1,7636,E6ALXxWpkw9utQtdC
energetic sweater,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLKids2.png,Purple,No,960,240,Purple,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLKids2,7637,FS6rPfKWZk6erLJ9S
energetic sweater,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLKids3.png,Pink,No,960,240,Pink,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLKids3,7638,npAHqkah6boHyWapW
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham0.png,Red,No,960,240,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham0,6811,LiAm42vSiDPisiDXW
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham1.png,Green,No,960,240,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham1,8971,rqQ2LFwixTyeCheF4
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham2.png,Blue,No,960,240,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham2,8972,evfNvHtTAqDYX49b3
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham3.png,Gray,No,960,240,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham3,8973,bRzaPu9t9beWoGhQo
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham4.png,Orange,No,960,240,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham4,8974,aXbBpTuzM5vSss3gY
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham5.png,Pink,No,960,240,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham5,8975,wyLEFjxTsbQs2goKS
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham6.png,Purple,No,960,240,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham6,8976,YdS7SmuHRn2PcScf2
gingham picnic shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGingham7.png,Light blue,No,960,240,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopYshirtsLGingham7,8977,24tjkRbKd8kH6Z2k7
happi tee,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHHappi0.png,Blue,No,960,240,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical; work,For sale,TopsTexTopYshirtsHHappi0,3254,ft8f3ztEY9wYafJo6
happi tee,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHHappi1.png,Red,No,960,240,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical; work,For sale,TopsTexTopYshirtsHHappi1,9200,M8cH9W8JzpW2AwMjj
happi tee,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHHappi2.png,Black,No,960,240,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical; work,For sale,TopsTexTopYshirtsHHappi2,9201,Gpn5EJQx3YwaDh3dr
happi tee,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHHappi3.png,Green,No,960,240,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical; work,For sale,TopsTexTopYshirtsHHappi3,9202,353eRXhTMWawPgLbo
happi tee,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHHappi4.png,Purple,No,960,240,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical; work,For sale,TopsTexTopYshirtsHHappi4,9203,dtKQSMFsjHwk59jz6
henley shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLHenley0.png,Green,No,960,240,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopTshirtsLHenley0,3674,x4xcNzDZJnNCYzYmc
henley shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLHenley1.png,Mustard,No,960,240,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopTshirtsLHenley1,8544,XiqEsW85isGcj2TMQ
henley shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLHenley2.png,Light blue,No,960,240,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopTshirtsLHenley2,8545,tqqQzrEWyocdMFQf6
henley shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLHenley3.png,Purple,No,960,240,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopTshirtsLHenley3,8546,SQBT36rQH6jYiR6rx
meme shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHMeme0.png,Purple,No,960,240,Purple,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy,For sale,TopsTexTopTshirtsHMeme0,4717,gaFvwJQhpijd3zZuR
meme shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHMeme1.png,Blue,No,960,240,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy,For sale,TopsTexTopTshirtsHMeme1,8430,DkdvdJsAhi8nnJDpg
meme shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHMeme2.png,Green,No,960,240,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy,For sale,TopsTexTopTshirtsHMeme2,8431,4fC9koqkAuT6M4noD
meme shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHMeme3.png,Red,No,960,240,Red,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy,For sale,TopsTexTopTshirtsHMeme3,8432,yDc4wQvRqcZjAfMv3
open-collar shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLOpencollar0.png,Coral,No,960,240,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLOpencollar0,4715,g8TwY4rnzdv9Q87Wd
open-collar shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLOpencollar1.png,Blue,No,960,240,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLOpencollar1,8521,eDQjNhvpHTLDTgLgq
open-collar shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLOpencollar2.png,Green,No,960,240,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLOpencollar2,8522,QW5LhyuRAEKkzkdhs
open-collar shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLOpencollar3.png,Beige,No,960,240,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopYshirtsLOpencollar3,8523,8yZjHsbkDXEBC97kq
pineapple aloha shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHAloha0.png,Blue,No,960,240,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation,For sale,TopsTexTopYshirtsHAloha0,3237,wqmMEPowc8nPrQQWg
pineapple aloha shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHAloha1.png,Red,No,960,240,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation,For sale,TopsTexTopYshirtsHAloha1,6819,J3axASMoFxGSAWeyx
pineapple aloha shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHAloha2.png,Yellow,No,960,240,Yellow,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation,For sale,TopsTexTopYshirtsHAloha2,6820,r8BKui2wQmBFdf4pA
pineapple aloha shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHAloha3.png,Green,No,960,240,Green,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation,For sale,TopsTexTopYshirtsHAloha3,6821,adADoFnt3rkf9vW3e
pineapple aloha shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHAloha4.png,Purple,No,960,240,Purple,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation,For sale,TopsTexTopYshirtsHAloha4,9772,iCY6jQwQ6KeYA2Hpy
pineapple aloha shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHAloha5.png,Pink,No,960,240,Pink,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation,For sale,TopsTexTopYshirtsHAloha5,9773,PT8eudmKHSS8J2QeR
pineapple aloha shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHAloha6.png,Orange,No,960,240,Orange,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation,For sale,TopsTexTopYshirtsHAloha6,9774,73d6dFrqPLbmnNWyj
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden0.png,Blue,No,960,240,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden0,3246,uwrmK8p7WrNRc5EED
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden1.png,Light blue,No,960,240,Light blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden1,9372,pMFNgTqmDGxyQtzhM
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden2.png,Purple,No,960,240,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden2,9373,TiTKyEWugTTQ7Z8j8
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden3.png,Black,No,960,240,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden3,9374,v29wqw6HwiAzkBsoq
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden4.png,Orange,No,960,240,Orange,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden4,9375,F4znKpJoSx8s9ynTA
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden5.png,Green,No,960,240,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden5,9376,Z8tRWq3DuLWifSGmC
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden6.png,Red,No,960,240,Red,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden6,9377,BNAKhBuTdJTdup2zP
relay tank,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsNEkiden7.png,White,No,960,240,White,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNEkiden7,9378,xfamFbFeM2dw2rfBQ
ribbon-straps tank,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNRibnoncami0.png,Black,No,960,240,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale; comfy; vacation,For sale,TopsTexTopYshirtsNRibnoncami0,4675,iNWYiaxuohmShGign
ribbon-straps tank,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNRibnoncami1.png,Pink,No,960,240,White,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale; comfy; vacation,For sale,TopsTexTopYshirtsNRibnoncami1,8088,6cZx72i5ZeDj4wAF2
ribbon-straps tank,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNRibnoncami2.png,Blue,No,960,240,White,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale; comfy; vacation,For sale,TopsTexTopYshirtsNRibnoncami2,8089,Ky8Ksi9wwdszaNCSf
simple knit sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLKnit0.png,White,No,960,240,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLKnit0,2725,pm3zAFvpCHnQ3rdww
simple knit sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLKnit1.png,Black,No,960,240,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLKnit1,2730,gupH4BGzi6eWFMwop
simple knit sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLKnit2.png,Camel,No,960,240,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLKnit2,4151,kZytXdn2t8ax4CxHq
skull tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSkull0.png,Black,No,960,240,Black,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; goth; comfy,For sale,TopsTexTopTshirtsHSkull0,8208,ev7tbETWHykvpGq4S
skull tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSkull1.png,Beige,No,960,240,Beige,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; goth; comfy,For sale,TopsTexTopTshirtsHSkull1,12199,LRzPEcsniYhiNEqTC
skull tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSkull2.png,Purple,No,960,240,Purple,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; goth; comfy,For sale,TopsTexTopTshirtsHSkull2,12200,BvCeX6T6mQmPR4P4b
sleeved apron,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLHandcover0.png,Pink,No,960,240,Pink,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,TopsTexTopCoatLHandcover0,5132,BJKSBrXy9an23wHth
sleeved apron,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLHandcover1.png,Blue,No,960,240,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,TopsTexTopCoatLHandcover1,9606,2CEWXqY7esYG8zSRL
sleeved apron,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLHandcover2.png,Orange,No,960,240,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,TopsTexTopCoatLHandcover2,9607,2TYxLRpKYoZTGMTvt
sleeved apron,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLHandcover3.png,Green,No,960,240,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,TopsTexTopCoatLHandcover3,9608,Mr5nssMwM49MxyZ3N
sleeved apron,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLHandcover4.png,Purple,No,960,240,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; work,For sale,TopsTexTopCoatLHandcover4,9609,CXJmcBanhBT6aMwSQ
sleeveless dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNStandard0.png,White,No,960,240,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopYshirtsNStandard0,3145,dk2dzwNTW39aPrXPh
sleeveless dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNStandard1.png,Pink,No,960,240,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopYshirtsNStandard1,8345,KfE27M7xaeAA5seB7
sleeveless dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNStandard2.png,Green,No,960,240,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopYshirtsNStandard2,8346,NxMk4ukgtyAqjXvcg
sleeveless dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNStandard3.png,Orange,No,960,240,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopYshirtsNStandard3,8347,vkxES3kCYJMsGC92f
sleeveless dress shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsNStandard4.png,Blue,No,960,240,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopYshirtsNStandard4,8348,qEEWWFz8NaLWThuFG
sleeveless tunic,https://acnhcdn.com/acdb/tops/TopsTexTopCoatNShirt0.png,Purple,No,960,240,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,TopsTexTopCoatNShirt0,4599,9ScEAWSFADHMAknmF
sleeveless tunic,https://acnhcdn.com/acdb/tops/TopsTexTopCoatNShirt1.png,Blue,No,960,240,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,TopsTexTopCoatNShirt1,8359,aNt2kXaq8mzbFMF6J
sleeveless tunic,https://acnhcdn.com/acdb/tops/TopsTexTopCoatNShirt2.png,Mint,No,960,240,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; vacation,For sale,TopsTexTopCoatNShirt2,8360,8cxDFZ74HTqZ82Ei9
