Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Source,SourceNotes,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,Catalog
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_1.png,pink,na,blue bee,clock face,No,No,Yes,1,1500,375,pink,blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_4_2.png,pink,na,b & w numeral,clock face,No,No,Yes,1,1500,375,pink,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_0.png,cream,na,red lines,clock face,No,No,Yes,1,1500,375,white,colorful,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_1.png,cream,na,blue bee,clock face,No,No,Yes,1,1500,375,white,blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_5_2.png,cream,na,b & w numeral,clock face,No,No,Yes,1,1500,375,white,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_0.png,purple,na,red lines,clock face,No,No,Yes,1,1500,375,purple,colorful,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_1.png,purple,na,blue bee,clock face,No,No,Yes,1,1500,375,purple,blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
diner neon clock,https://acnhcdn.com/latest/FtrIcon/FtrAmeretroClock_Remake_6_2.png,purple,na,b & w numeral,clock face,No,No,Yes,1,1500,375,purple,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",shop,None,diner,None,Yes,clock,fs
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_0_0.png,black,na,na,na,No,No,No,-1,1100,275,black,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,clock,fs
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_1_0.png,white,na,na,na,No,No,No,-1,1100,275,white,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,clock,fs
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_2_0.png,silver,na,na,na,No,No,No,-1,1100,275,gray,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,clock,fs
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_3_0.png,green,na,na,na,No,No,No,-1,1100,275,light blue,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,clock,fs
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_4_0.png,red,na,na,na,No,No,No,-1,1100,275,red,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,clock,fs
double-sided wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBothsideclockWall_Remake_5_0.png,yellow,na,na,na,No,No,No,-1,1100,275,yellow,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Yes,clock,fs
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_0_0.png,?,na,na,na,No,No,No,-1,810,202,green,white,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,facility decor,fs
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_1_0.png,?,na,na,na,No,No,No,-1,810,202,green,white,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,facility decor,fs
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_2_0.png,red exit,na,na,na,No,No,No,-1,810,202,red,white,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,facility decor,fs
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_3_0.png,? ?,na,na,na,No,No,No,-1,810,202,black,green,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,office,facility,None,None,Yes,facility decor,fs
fancy lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriMix.png,na,na,na,na,Yes,No,No,-1,-1,1200,pink,yellow,Crafting,,fancy,None,flowers,None,No,house door decor,nfs
fancy mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumMix.png,na,na,na,na,Yes,No,No,-1,-1,1200,pink,red,Crafting,,fancy,None,flowers,None,No,house door decor,nfs
fancy rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseMix.png,na,na,na,na,Yes,No,No,-1,-1,1200,pink,yellow,Crafting,,fancy,None,flowers,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_0_0.png,light blue,color,na,na,No,Yes,No,1,-1,90,light blue,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_1_0.png,red,color,na,na,No,Yes,No,1,-1,90,red,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_2_0.png,orange,color,na,na,No,Yes,No,1,-1,90,orange,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_3_0.png,yellow,color,na,na,No,Yes,No,1,-1,90,yellow,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_4_0.png,green,color,na,na,No,Yes,No,1,-1,90,green,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_5_0.png,blue,color,na,na,No,Yes,No,1,-1,90,purple,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_6_0.png,black,color,na,na,No,Yes,No,1,-1,90,black,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_7_0.png,gray,color,na,na,No,Yes,No,1,-1,90,gray,white,Fishing Tourney,,child's room,fancy,None,None,No,house door decor,nfs
fish plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFishWall.png,,,,,No,,,,1200,300,yellow,brown,,,expensive,den,None,None,No,museum,nfs
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_0_0.png,giant trevally,variation,na,na,No,Yes,No,1,-1,700,black,white,Fishing Tourney,,ocean,living room,None,None,No,seaside,nfs
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_1_0.png,red snapper,variation,na,na,No,Yes,No,1,-1,700,red,colorful,Fishing Tourney,,ocean,living room,None,None,No,seaside,nfs
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_2_0.png,blue marlin,variation,na,na,No,Yes,No,1,-1,700,black,white,Fishing Tourney,,ocean,living room,None,None,No,seaside,nfs
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_3_0.png,squid,variation,na,na,No,Yes,No,1,-1,700,black,white,Fishing Tourney,,ocean,living room,None,None,No,seaside,nfs
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_4_0.png,black bass,variation,na,na,No,Yes,No,1,-1,700,black,white,Fishing Tourney,,ocean,living room,None,None,No,seaside,nfs
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_5_0.png,carp,variation,na,na,No,Yes,No,1,-1,700,black,white,Fishing Tourney,,ocean,living room,None,None,No,seaside,nfs
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_6_0.png,giant snakehead,variation,na,na,No,Yes,No,1,-1,700,black,white,Fishing Tourney,,ocean,living room,None,None,No,seaside,nfs
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_0_0.png,nintenmaru - big catch,na,na,na,No,No,No,-1,2200,550,colorful,yellow,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,seaside,fs
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_1_0.png,tsurukamemaru - longevity,na,na,na,No,No,No,-1,2200,550,colorful,yellow,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,seaside,fs
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_2_0.png,marufukumaru - bounty,na,na,na,No,No,No,-1,2200,550,colorful,yellow,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,seaside,fs
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_3_0.png,uomasamaru iii - launch,na,na,na,No,No,No,-1,2200,550,colorful,yellow,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,No,seaside,fs
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png,yellow,color,na,na,Yes,Yes,No,1,-1,200,yellow,light blue,Crafting,,living room,None,None,None,No,plants,nfs
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_1_0.png,pink,color,na,na,Yes,Yes,No,1,-1,200,pink,green,Crafting,,living room,None,None,None,No,plants,nfs
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_2_0.png,blue,color,na,na,Yes,Yes,No,1,-1,200,purple,green,Crafting,,living room,None,None,None,No,plants,nfs
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_3_0.png,white,color,na,na,Yes,Yes,No,1,-1,200,white,yellow,Crafting,,living room,None,None,None,No,plants,nfs
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_4_0.png,colorful,color,na,na,Yes,Yes,No,1,-1,200,colorful,green,Crafting,,living room,None,None,None,No,plants,nfs
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png,brown,na,na,na,No,No,No,-1,620,155,beige,orange,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,No,study,fs
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_1_0.png,light brown,na,na,na,No,No,No,-1,620,155,white,yellow,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,No,study,fs
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_2_0.png,dark brown,na,na,na,No,No,No,-1,620,155,beige,brown,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,school,den,None,None,No,study,fs
fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_0_0.png,gray,color,na,na,Yes,Yes,No,1,-1,500,gray,beige,Crafting,,facility,None,None,None,No,house door decor,nfs
fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_1_0.png,blue,color,na,na,Yes,Yes,No,1,-1,500,blue,beige,Crafting,,facility,None,None,None,No,house door decor,nfs
fossil plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFossilWall.png,,,,,No,,,-2,1200,300,yellow,brown,,,expensive,den,None,None,No,museum,nfs
fruit wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathFruit.png,na,na,na,na,Yes,No,No,-1,-1,2000,colorful,colorful,Crafting,,fancy,None,fruits,None,No,house door decor,nfs
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_0_0.png,silver,na,na,na,No,No,No,-1,1500,375,gray,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,facility decor,fs
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_1_0.png,copper,na,na,na,No,No,No,-1,1500,375,brown,brown,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,facility decor,fs
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_2_0.png,black,na,na,na,No,No,No,-1,1500,375,black,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,facility decor,fs
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_3_0.png,colorful,na,na,na,No,No,No,-1,1500,375,colorful,colorful,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,facility decor,fs
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_4_0.png,wooden,na,na,na,No,No,No,-1,1500,375,brown,beige,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,garage,None,None,Yes,facility decor,fs
gold hha plaque,https://acnhcdn.com/latest/FtrIcon/FtrShieldHhaGold.png,na,na,na,na,No,No,No,-1,-1,450,brown,yellow,HHA,,living room,expensive,None,None,No,museum,nfs
gold rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseGold.png,na,na,na,na,Yes,No,No,-1,-1,20000,yellow,yellow,Crafting,,expensive,None,flowers,None,No,house door decor,nfs
golden gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWallGold.png,na,na,na,na,Yes,No,No,-1,-1,11125,yellow,yellow,Crafting,,expensive,None,golden,None,Yes,facility decor,nfs
grasshopper-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaFace.png,na,na,na,na,No,No,No,-1,1400,350,green,green,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,No,special insect,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png,green,na,calligraphy,design,No,No,Yes,7,140000,35000,green,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_1.png,green,na,mountains,design,No,No,Yes,7,140000,35000,green,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_2.png,green,na,fish,design,No,No,Yes,7,140000,35000,green,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_3.png,green,na,bird,design,No,No,Yes,7,140000,35000,green,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_4.png,green,na,flower,design,No,No,Yes,7,140000,35000,green,beige,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_0.png,brown,na,calligraphy,design,No,No,Yes,7,140000,35000,brown,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_1.png,brown,na,mountains,design,No,No,Yes,7,140000,35000,brown,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_2.png,brown,na,fish,design,No,No,Yes,7,140000,35000,brown,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_3.png,brown,na,bird,design,No,No,Yes,7,140000,35000,brown,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_4.png,brown,na,flower,design,No,No,Yes,7,140000,35000,brown,beige,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_0.png,pink,na,calligraphy,design,No,No,Yes,7,140000,35000,pink,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_1.png,pink,na,mountains,design,No,No,Yes,7,140000,35000,pink,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_2.png,pink,na,fish,design,No,No,Yes,7,140000,35000,pink,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_3.png,pink,na,bird,design,No,No,Yes,7,140000,35000,pink,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_4.png,pink,na,flower,design,No,No,Yes,7,140000,35000,pink,beige,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_0.png,blue,na,calligraphy,design,No,No,Yes,7,140000,35000,light blue,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_1.png,blue,na,mountains,design,No,No,Yes,7,140000,35000,light blue,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_2.png,blue,na,fish,design,No,No,Yes,7,140000,35000,light blue,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_3.png,blue,na,bird,design,No,No,Yes,7,140000,35000,light blue,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_4.png,blue,na,flower,design,No,No,Yes,7,140000,35000,light blue,beige,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_0.png,purple,na,calligraphy,design,No,No,Yes,7,140000,35000,purple,white,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_1.png,purple,na,mountains,design,No,No,Yes,7,140000,35000,purple,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_2.png,purple,na,fish,design,No,No,Yes,7,140000,35000,purple,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_3.png,purple,na,bird,design,No,No,Yes,7,140000,35000,purple,orange,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_4.png,purple,na,flower,design,No,No,Yes,7,140000,35000,purple,beige,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,No,japanese style,fs
hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_0_0.png,black,frame,na,na,Yes,Yes,No,5,-1,3240,black,green,Crafting,,living room,None,None,None,No,plants,nfs
hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_1_0.png,gold,frame,na,na,Yes,Yes,No,5,-1,3240,brown,green,Crafting,,living room,None,None,None,No,plants,nfs
hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_2_0.png,brown,frame,na,na,Yes,Yes,No,5,-1,3240,brown,green,Crafting,,living room,None,None,None,No,plants,nfs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_0_0.png,pink,na,na,na,No,No,No,-1,600,150,pink,white,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_1_0.png,blue,na,na,na,No,No,No,-1,600,150,gray,light blue,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_2_0.png,monotone,na,na,na,No,No,No,-1,600,150,black,white,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_3_0.png,light blue,na,na,na,No,No,No,-1,600,150,blue,light blue,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_4_0.png,green,na,na,na,No,No,No,-1,600,150,green,green,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_5_0.png,orange,na,na,na,No,No,No,-1,600,150,orange,orange,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_6_0.png,red,na,na,na,No,No,No,-1,600,150,red,red,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_7_0.png,purple,na,na,na,No,No,No,-1,600,150,purple,purple,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,No,house door decor,fs
hha pennant,https://acnhcdn.com/latest/FtrIcon/FtrPenantHha.png,na,na,na,na,No,No,No,-1,-1,375,blue,yellow,HHA,,living room,expensive,None,None,No,museum,nfs
hyacinth wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathHyacinth.png,na,na,na,na,Yes,No,No,-1,-1,720,red,white,Crafting,,fancy,None,flowers,None,No,house door decor,nfs
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_0_0.png,red,na,na,na,No,No,No,-1,8500,2125,red,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,shelf,fs
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_1_0.png,blue,na,na,na,No,No,No,-1,8500,2125,blue,blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,shelf,fs
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_2_0.png,brown,na,na,na,No,No,No,-1,8500,2125,brown,brown,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,shelf,fs
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_3_0.png,black,na,na,na,No,No,No,-1,8500,2125,black,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,shelf,fs
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_0_0.png,gold,na,na,na,No,No,No,-1,19000,4750,yellow,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,lamp,fs
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_1_0.png,black,na,na,na,No,No,No,-1,19000,4750,black,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,lamp,fs
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_2_0.png,blue,na,na,na,No,No,No,-1,19000,4750,blue,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,lamp,fs
